Metric ID,Project ID,Carbon Reduction (tons/year),Renewable Energy (MWh/year),Biodiversity Index
7f5fa4ff-b8d5-4382-a69e-c2b4d4a84475,P02873,5262,90812.0,0.85
c6cbd8a0-3d2c-41a1-a8c8-49fedb0ffcc8,P02874,36997,46556.0,0.8
8bb3ae8b-db05-45d2-b86b-9ed78256e95d,P02875,12724,,0.86
54749aa7-c561-4218-b5c8-92217ef307a3,P02876,11723,16253.0,0.65
786ad660-7eec-4738-9237-be6ec28a8f52,P02877,42507,,0.89
b972bb2c-fa5a-455e-b357-27fb848814ef,P02878,22013,60840.0,0.65
66eb57a5-bd1f-484c-b284-d6cb62fb41a4,P02879,17008,,0.86
943fc46e-5250-4c41-b636-3462b82a1870,P02880,11570,,0.96
f7f72cbf-1bc8-4824-a83d-fd3157694363,P02881,42539,,0.85
55791dec-de6a-4756-9d5e-c26f1f2c43be,P02882,41458,92049.0,0.55
da45e0ee-fe65-4fc5-87fc-eb27596cd42c,P02883,33123,88898.0,0.96
f372a9f6-5dc0-435f-8862-65e88605a75b,P02884,12191,47540.0,0.63
cd4b8fdc-f037-479a-a42e-5c91dfbb66d9,P02885,1492,37372.0,0.63
ce5f0aa9-fd86-48f0-ba96-df85326dc739,P02886,12027,,0.64
18262b69-1bbd-4332-b928-c76b1454ca29,P02887,1331,21756.0,0.58
683ce4be-af35-4523-85bd-84c04d0a3854,P02888,13034,,0.71
e317c6cb-3fbc-4bf4-b71a-683e7b1a282a,P02889,14167,,0.8
0cd8f153-95fe-4636-bf12-7c52202b04a4,P02890,37642,76467.0,0.72
6c52a581-1806-4083-9367-7a3f8053846d,P02891,45272,12321.0,0.76
5ec84979-7c2e-4d84-8652-e1762b775c87,P02892,26634,1593.0,0.63
86f15d92-f59b-4bdb-a18a-0efa6a898846,P02893,33324,25090.0,0.86
ba04591a-b4b5-4aa5-b67e-b8e390170378,P02894,1860,83968.0,0.85
333de828-75c4-4f57-853e-4eee3af7c21e,P02895,16284,71901.0,0.83
fd40e60e-04b4-4547-99dd-b2bdacf42484,P02896,39005,17374.0,0.57
14eb929f-154e-4dec-81b3-9eeebf6d5f12,P02897,16341,38303.0,0.96
eae4d6b5-5546-4e46-b6c1-d0d4c30dac3f,P02898,7232,,0.51
c10f68d9-0783-4b07-a6bd-8bb6756660b5,P02899,6990,33323.0,0.94
e51cb03a-d351-40cf-b644-04d4022dc2dd,P02900,46700,2929.0,0.54
bc3ac8a1-fcc3-4cf9-9e28-063a34852a47,P02901,19716,72243.0,0.6
ac5e06f0-aa12-4d0a-9097-666d54f3c042,P02902,28825,90182.0,0.63
73e1c432-82a5-482b-b043-1173a55514ea,P02903,48255,11627.0,0.62
ac7c8d35-21c0-420b-8a2b-ab6270e4c042,P02904,15677,85559.0,0.62
dff3d04e-b4e8-4a68-bd69-496a1c0c3961,P02905,39555,18308.0,0.99
367a0a9a-ef16-4e57-a41f-a3059a8d93af,P02906,30011,58254.0,0.82
e9357e67-47fa-4d96-8d8c-5e381f2a3d4d,P02907,16807,22749.0,0.67
636bda17-7242-4eb8-80ad-8598d5337c05,P02908,11625,,0.76
24f9575a-d03d-46f2-889c-4bcb020996a6,P02909,7985,,0.6
948d6054-7129-476a-9280-f8c9db5dc762,P02910,8613,10683.0,0.91
58ae3883-218b-42ee-abfa-ce04f2c9fffe,P02911,16308,37139.0,0.54
5a8a5b1a-0380-476a-8d3a-e71792497d2e,P02912,43858,,0.62
ea06fc55-72e5-4c52-83a1-2e6ef2d5d9b8,P02913,13791,25043.0,0.58
c9a6bcdc-bd71-4252-8078-fdc6d4c7322e,P02914,49137,,0.67
f07d4dbe-fb8c-4fb2-9e9b-7026f3a5b650,P02915,3397,,0.99
807cb605-1b7d-4cf4-ae56-7feb2827aeab,P02916,29009,28324.0,0.98
d1e51dce-c9fe-4ae5-88a7-83f100580700,P02917,31181,48556.0,0.9
7a2e08d2-776d-446e-8db0-3dba4ef4b4b6,P02918,32347,,0.54
0c54a323-f39c-4eda-a37b-ff2d866778b9,P02919,20115,,0.88
bea29557-0c4b-41ec-b039-0e3171fa566e,P02920,33651,55500.0,0.81
d6b897a1-d243-49e3-a024-c68940cb8457,P02921,3250,36726.0,0.74
8168b8f7-a98a-4f7a-90e8-175cea60203c,P02922,9824,24359.0,0.98
5b0a101e-27b6-42c7-b8a2-91373c4642d1,P02923,11547,15631.0,0.89
8d46bf0e-3d9e-4b85-8db0-0c1038e2f88a,P02924,18508,,0.63
eca47a29-e38d-4ed6-873c-93fc7119ad0a,P02925,20096,7389.0,0.86
68c04a17-039e-44e9-b830-542dbd070af6,P02926,23025,81091.0,0.72
0e7c489c-c118-43b3-9f6c-8a4ac4fee578,P02927,25521,40296.0,0.95
03395a68-62f9-4a52-ac5b-9c639951de3b,P02928,17809,76114.0,0.93
3cab3552-b3a8-4263-945e-0fdd721b40f2,P02929,6794,,0.57
63814b97-d7c7-4fd5-bc8d-06e8df991c61,P02930,26360,21568.0,0.68
b1bac2d2-f250-4469-b834-0eaf61325021,P02931,32496,89678.0,0.61
ada1a36a-e220-45f8-8d17-05fd316c4139,P02932,44538,85939.0,0.77
0f3bd574-a8f7-40da-87fc-efc8cb4b68f8,P02933,29398,76116.0,0.62
e5745ebc-7463-402b-858d-92b651beb37f,P02934,26608,32588.0,0.79
57dcd2d0-014b-45bd-8fd2-dcdf1338e82c,P02935,27825,1462.0,0.83
869d9340-1eae-48e0-bbbf-9eac072527a2,P02936,21020,16307.0,0.68
46a3b861-63cf-4f6b-9192-86f2c21ad0bb,P02937,48015,88686.0,1.0
18275cd3-9c52-4105-bf6c-e45ccaaa961f,P02938,5610,62795.0,0.85
1ce927a2-cb40-4d46-95b4-0aa384697d57,P02939,29564,65472.0,0.63
74aa72a4-c96d-430b-8603-5ed60dcab0a2,P02940,1147,,0.96
7cccfef6-87f2-48a8-ae58-adaeec0ebbbe,P02941,10589,78071.0,0.86
06f3e4a3-0b7f-4bd9-b326-0622e1176c72,P02942,20072,79843.0,0.9
4e14f7a7-9c2b-4429-bd49-f55a75fd15ef,P02943,27075,,0.86
255e534f-f209-4d9b-8416-eb0ef0ca0a17,P02944,47719,84240.0,0.9
da89cf43-1cba-4567-9f46-9875430fc813,P02945,19758,21307.0,0.94
7e659788-d8f7-48b0-a27d-9a3cbd46a9e3,P02946,44860,91178.0,0.54
28e4a5c9-a727-4ceb-8410-81f53e91528f,P02947,23391,,0.9
a0e74d22-7376-437e-a085-1b50b6385f65,P02948,44732,42568.0,0.69
9202f0a0-3e49-49ec-adde-8189481547f7,P02949,15285,56332.0,0.97
14f7f9bc-0ebd-4f47-9934-ee7713162021,P02950,17849,38794.0,0.74
9184e371-853e-4770-95db-7e1f57daeeec,P02951,1161,,0.83
9523bba9-8c3e-4cb8-8f70-1a041d88b763,P02952,29851,13757.0,0.99
a404669e-46f7-46fd-9df2-24a4bb54140a,P02953,1998,47185.0,0.91
cd671ee3-6fb7-4678-b533-94c99312b137,P02954,35826,31729.0,0.69
c660e0f8-85d6-4006-b176-2509d6f81482,P02955,45505,4651.0,0.68
25cc829b-a837-4e46-9e8a-b4958b10e0fd,P02956,14889,,0.88
7ad9bb83-4ac1-4908-ba11-365f3c08f4d2,P02957,9018,74287.0,0.6
c566fc1c-340b-47a4-976f-d1cb720cda02,P02958,11449,,0.68
54e4aa70-0799-4a01-ac74-c2bda0e8efc5,P02959,14492,8328.0,0.54
3b235aa0-348a-42a0-aee9-4bdbac36950e,P02960,42537,98830.0,0.64
86cc4d3a-eac4-43e1-8998-697543b3b4c6,P02961,27502,64702.0,0.69
fb6037e7-3f7a-413c-a0b7-415813da3dd2,P02962,33541,8729.0,0.68
eb773f25-7eec-4649-af42-79a7bdc3cc5e,P02963,4662,,0.52
79099747-c0fd-4c4d-b795-85a8c72163cd,P02964,38210,13194.0,0.8
23898f76-7b7a-4759-91e0-4575f53eb828,P02965,17758,,0.62
92a5fb92-9b7c-426d-bd3b-7f76fdb5f5ae,P02966,4175,73701.0,0.63
699d46f5-10f3-4267-97ec-174d2107aac1,P02967,17198,,0.86
2c2ae349-61b8-4a57-a59e-bdd9c2b82cd3,P02968,37923,,0.61
c5c6cbf1-7bb8-4aff-9f5b-1a2d68faca70,P02969,16763,94030.0,0.7
3760b2b9-81dd-4ea1-9aef-d583cae47b4a,P02970,17939,53854.0,0.53
7ea69789-b610-4aee-aa55-7467fbdb48da,P02971,25548,52138.0,0.68
c08886e0-d998-4073-9b7a-c907fe6f8382,P02972,18443,5796.0,0.95
16c45747-3b37-483a-a817-4e6ba4babdc9,P02973,44000,21431.0,0.9
469ce061-acfe-489d-894c-183afce2cbe5,P02974,16051,,0.9
24459bc0-5bc6-431b-9b64-782a4aa55241,P02975,17851,89825.0,0.69
3e70e35c-81cb-47e7-9fec-f56ae0ba04c8,P02976,17318,,0.94
7c1204ab-24b1-42bf-ad61-8fad5b7603b0,P02977,30961,42917.0,0.64
b0ed9e99-d2a8-4335-b95b-2d46ec63c530,P02978,24296,67077.0,0.64
cc56b04f-9492-4f95-b0c2-027efbf3c4b4,P02979,13808,92893.0,0.66
445097cd-c493-4ae0-be8e-480ff9951a0f,P02980,6731,66175.0,0.54
1548cec7-0731-4e13-bcc4-7631d8e4ddb1,P02981,10666,1419.0,0.74
28471baf-7a4d-49dc-bf73-d6187e035218,P02982,32791,1464.0,0.91
6fbde210-b70b-4384-8f97-b39bd0d67515,P02983,36768,,0.76
a0b106ff-2d94-4db0-8e91-0a2e47c439ad,P02984,25928,15186.0,0.57
637bfa1c-1e51-44bf-913b-966e2f7a7c51,P02985,42829,93458.0,0.74
7cbf0e91-b926-44a4-98a9-9efe9dfbcf07,P02986,35538,43427.0,0.85
3e2b63b1-e217-4f79-8641-68748d968ea8,P02987,10479,56216.0,0.82
eb747904-dd9e-4117-9bbd-cd709ee615fd,P02988,46602,87573.0,0.96
b8404029-2968-4ac0-9832-5890b88be7dd,P02989,43192,,0.64
5f23c5ed-57ad-4fc7-bfc6-9faf9568f17b,P02990,17084,8128.0,0.66
d3aa7f4c-3da5-4841-8f3a-c8df2262eafa,P02991,12962,,0.67
0c660e05-03bd-42fc-b03f-c0549d413953,P02992,42182,74908.0,0.78
1130d53d-f985-4e65-bb27-d6381abe2d7b,P02993,5589,55279.0,0.99
9cc8d966-e011-4582-b068-bdb7bd1c3eac,P02994,10729,55353.0,0.82
cf48db5c-1d25-40e1-8ae9-b1339250dfca,P02995,23134,65905.0,0.83
71d19c96-9211-43e3-8656-bebc8778e845,P02996,2641,,0.65
bf8f305f-dcf5-4b9b-bdfe-07fbd48a2e4a,P02997,5487,,0.89
26dc95ca-b43f-4a21-bf85-28e3ccf7fd36,P02998,42224,18222.0,0.71
96096b3d-9680-4b21-bd7b-fcae76770468,P02999,35890,,0.69
96c9682a-64ab-4368-9a13-1d188ef9cba8,P03000,1089,94643.0,0.8
daff1627-890b-4785-8799-5d9e53c2c86b,P03001,22805,,0.86
69151f3d-180c-45b6-bc14-252caf6336ef,P03002,40409,,0.96
fc1859ab-c71f-439f-bc57-1a3d5474359a,P03003,25951,69311.0,0.59
cb352b1f-8248-4eba-89bc-f2783cf56076,P03004,3857,1818.0,0.72
c23a45f9-4102-4570-a5af-4406e8c1e40a,P03005,26301,,0.84
33e1b9b4-c001-42d5-8344-279addd04530,P03006,21945,,0.74
7e1a00ef-579f-48f5-8de7-df9e9427b572,P03007,38374,60591.0,0.87
b390c7c2-b45c-40b1-a8a6-9a03c1a6685a,P03008,10395,85098.0,0.62
fd1f3396-afb7-4078-9ec6-002ce4ae1905,P03009,15164,,0.86
9d6c92df-cc59-4380-9c4c-a3f3c1e66e3e,P03010,38215,66081.0,0.62
5ede872c-8e27-4a2e-bbca-e0ba6be94c21,P03011,14924,37810.0,0.75
ceb77471-5e19-4ab4-acf1-30fb5699fe7e,P03012,41979,35684.0,0.67
49ca0568-0b19-4630-a8a9-9fb0120f343d,P03013,44470,94787.0,0.62
6a7328e3-6ca1-4550-a47f-eadd507773a9,P03014,29240,96696.0,0.99
525cee92-d850-410c-bff5-fde089801ad2,P03015,39602,84607.0,0.81
6657e08a-f294-4e90-8500-fcde71f8f4bb,P03016,2233,42011.0,0.61
6c13ed96-846b-4730-93e8-504379610375,P03017,28250,47127.0,0.88
b345a0ee-c5e7-47f4-a3ed-1f61e34c6734,P03018,29308,,0.66
94be4cd5-cb77-4a63-a565-a8daaea47a6d,P03019,26732,77807.0,0.93
395e4202-c785-448e-8fe7-c7ec149cc1ec,P03020,10548,13328.0,0.85
609c098c-fa21-4ca9-92f1-fd28f0b21c51,P03021,40119,68305.0,0.53
13b09f3a-54a3-49a7-9071-dc1f4f689f2d,P03022,17308,67534.0,0.77
feb43db6-97ca-451b-9e36-6374d0f2840d,P03023,46533,,0.9
55628dcd-cfbd-420c-9c1a-1f7f30989509,P03024,2691,81051.0,0.87
5e49718b-f9b0-4247-97a1-6f4b26784ba1,P03025,26558,53527.0,0.54
9920de62-9aec-460f-90c0-668f424f4ded,P03026,7765,,0.65
d2d2a31d-1959-4fe1-8159-07189f6f9abe,P03027,36968,67133.0,0.51
6e44b589-7bd1-43d0-a621-7dc1230cf449,P03028,25132,,0.54
3cee1f9b-c9db-4a5f-93ee-ceb9df9ed0f5,P03029,22328,,0.88
f150da19-9f09-4161-a93c-360c634b3225,P03030,11455,44368.0,0.74
b7b27122-8b9a-4ad6-b947-6d8bd88d2b5a,P03031,35117,61384.0,0.97
6ded532e-c75f-432a-9af8-87bb37876a02,P03032,28142,,0.76
0f609ecd-032c-421f-8b36-38f1c711c888,P03033,23123,37174.0,0.68
b1d09795-b0b3-4478-ac8f-86c9c051466b,P03034,10611,69935.0,0.83
62d44580-580e-4d03-91d5-5a585045dc17,P03035,46391,38145.0,0.68
0052f9db-ff42-4de8-8c2d-fe41d63a7b41,P03036,43928,93608.0,0.62
0af12a93-69a3-49b7-baab-052d73873792,P03037,21457,,0.51
6014c407-b888-4a17-a5a2-9a731aa856c1,P03038,2461,34538.0,0.7
3649c92e-6b9a-4b7a-b84b-349586a1254d,P03039,23670,,0.89
28f39705-c61b-465d-a908-bd626f67e5cd,P03040,39868,,0.55
fde0b410-eda7-45bc-a3ad-224939487a61,P03041,23196,56214.0,0.96
50f7be02-8f06-4da4-9abe-ddec914e20c6,P03042,36754,59327.0,0.7
17fdda72-dfe6-4128-b8d0-d4af23bb5b01,P03043,13092,,0.52
b904cc87-4c70-478c-a4bb-03d61fc2c789,P03044,30808,84866.0,0.69
f90431e6-8018-4dc1-a158-826702f93f14,P03045,14882,74672.0,0.94
757b2225-364b-47ff-9016-8511df3af959,P03046,28314,79679.0,0.66
805c2eea-199c-41e1-887d-b9779cd61699,P03047,24206,89600.0,0.69
11a0a16c-577e-48c5-9405-807f96ffdceb,P03048,1369,21045.0,0.67
bd83a079-1c65-4b5c-8c7a-168cb99c1fff,P03049,25422,73096.0,0.85
248e5b49-af7a-4cdb-a721-4adb2529ad40,P03050,27654,18075.0,0.67
e423e651-9119-4b61-a87b-952436c80769,P03051,44180,27078.0,0.53
a7b9a5bb-2b6f-4b6b-a1df-c0bc31b59c9e,P03052,33868,,0.66
5e9a32f2-af39-43e1-bd5a-b6735c956ca4,P03053,35647,,0.67
c6474cd5-9d18-4bfd-992f-c30069ffcf6b,P03054,38333,67930.0,0.57
f9f8d661-7df3-4fa4-b86c-064afd869eba,P03055,36917,,0.71
d821ed1f-323a-4990-a808-4d0b99eddcf8,P03056,20812,,0.89
771caea6-de8f-4b76-81a3-d5332c14d277,P03057,13844,,0.93
cf96af37-42fe-4b3e-9b64-efc8d6965b75,P03058,5304,47794.0,0.82
eb4f37d9-b17a-422f-84ed-515dcef823b4,P03059,6887,64057.0,0.54
039272e3-d76c-4579-b26f-da11e1200726,P03060,44487,83550.0,0.82
3c298e7f-957f-4cc7-b66e-0e7d43957506,P03061,18198,42059.0,0.6
8196be87-011a-4e90-aea6-8738ead43fd1,P03062,5304,,0.93
8e4a2656-d4f0-4367-a5fd-4eea8ab2f2f4,P03063,1265,73461.0,0.85
da29b7fb-4d69-46b8-bd8e-8eb69f4dbbf3,P03064,44649,59111.0,0.94
a85eb1c6-7265-4aa2-8ef3-3cd58b41d61a,P03065,1340,57821.0,0.86
7e2d2723-b1af-4f00-88ae-154e76ef7458,P03066,44007,97510.0,0.87
02d2ad66-8548-4443-af6c-1cc28e6a9be6,P03067,45221,12669.0,0.56
8b5dda6b-3816-4bdd-ac44-a820864066f2,P03068,30866,63822.0,0.59
5d2774a7-36c8-4d69-a62b-c3dbb1b1516e,P03069,23141,54351.0,0.8
772b83d3-87cd-4e7b-9190-cf82970f30af,P03070,47651,92397.0,0.78
d62efda7-5c49-4ee0-83ca-f7c93495eeb4,P03071,39133,,0.59
09815af5-1266-435a-baea-f9fc6c869a06,P03072,5645,21125.0,0.74
2bc7c99a-7f09-4a00-a206-52d4593bfa82,P03073,12643,12992.0,0.77
5b78d56e-3885-49d8-9a21-be22983df864,P03074,6989,91146.0,0.66
13e80e4d-e411-4ec8-98f5-58a73f3c4b46,P03075,40630,,0.54
829a1988-4971-4f2f-9462-9a3399e5e5bb,P03076,31549,41342.0,0.82
96219c42-47fe-4ecf-b95e-200a4630c57c,P03077,33379,,0.78
49dccf3d-6735-4365-a39e-a306eedcdaa4,P03078,17961,88295.0,0.91
2b495d76-9563-485b-a5dd-d8ba367dd164,P03079,4684,92318.0,0.74
efb5278e-f5b0-4e3d-9443-9340ee91df45,P03080,27254,61051.0,0.58
1bd31b2b-2131-491b-bb4a-b30c1a8242a0,P03081,34717,29569.0,0.54
307e1ed3-9441-450d-804a-8e493f6241bf,P03082,47813,60050.0,0.98
dd1b3bfb-f828-4d50-b373-7c562fb731b3,P03083,4366,4108.0,0.91
bffa618d-425c-439f-b224-5c38a2885367,P03084,11236,45749.0,0.88
636d7539-ffce-4f35-a130-9fe105274d8e,P03085,42492,,0.55
e44fa404-f16a-4109-a133-05a56441bdd0,P03086,23355,,0.59
370a6f48-5eee-4b6c-805e-4c19e9a2403f,P03087,4006,,0.66
0fa0c6a6-063f-4792-ab3a-cfc5b55a9d2f,P03088,12709,95001.0,0.91
74714b9c-9baa-4540-a0bc-612a3d1be379,P03089,36984,24261.0,0.75
254a3c70-9c08-43c5-889b-1deea1cedbf0,P03090,22049,36198.0,0.86
c6d7e062-b3cc-480b-8772-da0c89cfa636,P03091,32061,93246.0,0.59
398092a0-902f-4c5e-8aea-8a84961b54c2,P03092,41520,33830.0,0.5
fa7a8c7f-c7d1-4ee6-8b86-f95312d67641,P03093,3691,,0.91
44c20732-238e-4aa3-bac3-2014c0bc5bb6,P03094,14615,58108.0,0.89
2ebd477c-b22f-428f-a0cd-088edcdefc92,P03095,18985,74925.0,0.54
15d6a3da-da81-4c5b-8d10-64afa1bb4496,P03096,3455,,0.93
6398a679-5d94-4ec9-897f-804b55725117,P03097,9294,,0.51
be891866-59b9-4cc3-9b95-a3ffdfc4619c,P03098,42483,44367.0,0.6
fb6aed9d-a4e6-411a-9178-09a37c0bee87,P03099,28437,31312.0,0.93
af45c31e-0214-419c-88aa-b1f707c7188a,P03100,6210,78424.0,0.6
de79fe9d-16fd-4177-96fd-b66f7dcd5463,P03101,4866,,0.86
f2fcc7e0-e3da-4960-9cfa-68f9cabee21a,P03102,2718,52762.0,0.8
e5395127-09af-4130-85f3-42bc7ce7125f,P03103,40841,32093.0,0.76
75ee32b7-ec4e-485a-bd14-a5315309b69d,P03104,32223,80742.0,0.75
f7091555-7960-4763-91a3-58b40486419f,P03105,47314,6005.0,0.69
83ccc241-ecb7-48b4-8d69-efe2304b2463,P03106,27103,92441.0,0.75
997b3f4e-1c75-4273-9266-dc85e2756cff,P03107,31988,34097.0,0.78
6e6ef84a-4437-475f-b8f8-80344adadf8e,P03108,45289,43390.0,0.61
e7b9d405-2912-4b1a-8813-5c9416b751fd,P03109,42764,31316.0,0.58
9e35656b-6f98-4519-8422-7e90a148d701,P03110,13537,47259.0,0.91
a4584702-7319-4663-8d3f-3f88c6ee0c5e,P03111,24760,66032.0,0.64
edbd8aa2-8b3a-4c10-94bf-ceda187b4609,P03112,32421,11965.0,0.74
ae3ebdcd-4ef6-41b9-93b0-9c033f6dc443,P03113,21567,,0.63
c1ca25e9-b573-47da-87cf-4e5733a9f96d,P03114,2390,,0.75
053f2d62-5778-4121-a231-b9bed9800a9d,P03115,9617,,0.96
2fe91ad7-0d88-4be1-a740-c116659d701e,P03116,15043,,0.81
5768367e-3fdf-4ff0-91dc-05a21070eb9d,P03117,10315,55040.0,0.83
9305fefe-79fb-4c0f-8f30-10820f66cd5b,P03118,45560,,0.54
7e1dab06-01fc-442a-b88f-b51b77106546,P03119,48332,59218.0,0.5
fa19621d-81bc-45cd-a43c-0029236de224,P03120,41561,,0.59
1b8e1762-5c24-49cb-8dcd-d46bfd143d58,P03121,23082,90246.0,0.94
cd3b8025-a7cb-4582-bf54-8eea9c334871,P03122,27714,39711.0,0.61
93a66bef-9cde-4e35-b6a9-3c5a88db8c68,P03123,20879,,0.94
85f4a77f-d54c-4ecb-bd27-ef9134abe9f7,P03124,14628,,0.62
1c73c235-36c4-456a-9f3c-040559309660,P03125,39247,14812.0,0.81
263d35d8-b34f-476d-a82e-b77e6eb112ea,P03126,3700,23250.0,0.52
1c9a201d-5f84-4b09-afea-a3f8607e2bd3,P03127,27241,38412.0,0.6
1d45f747-6cf3-4aec-b15f-3405c0568228,P03128,2733,7425.0,0.76
9e424183-3f26-4d0e-b615-b9cf8e934f2d,P03129,36722,42612.0,0.65
48d081b3-bcb1-4f01-b52b-659f4268c984,P03130,11560,60748.0,0.8
959f4cb5-003b-4a90-9984-64ce71fead83,P03131,6393,,0.54
0bdd1632-f5af-44d3-8053-e4a6de0025ff,P03132,42070,29561.0,0.75
e7fe7718-4ba5-4774-a99b-4a1efecdc695,P03133,44216,,0.94
66dac88e-5694-439e-b90d-17a93baa6832,P03134,34798,72373.0,0.99
492c9af0-5bb4-4aba-bf69-da57a5abc0e1,P03135,33014,35257.0,0.84
ff4ba4da-bf1d-4cb8-a791-3d1c21e71f31,P03136,22187,,0.68
85b88876-1d1a-45a3-97ac-7761579f77b4,P03137,31842,93361.0,0.71
497bb61e-8e7e-4c0a-a13f-b56d16af55a2,P03138,9847,22677.0,0.95
6450a602-198c-4eaf-9da3-93423f461bb0,P03139,6322,,0.54
75445936-a9f3-4328-beaf-60ceea4482be,P03140,4050,70443.0,0.82
338d9232-5bb4-45d0-9e36-d61e429fb558,P03141,49516,91726.0,0.84
da50bfa6-4332-44a1-876e-34c8b4446822,P03142,13154,64998.0,0.52
b7bc55ba-9ccc-4645-b495-2cda362fdc78,P03143,8247,90146.0,0.73
7b36d4a9-cdd8-4034-abe2-dd8eb8ac590c,P03144,32794,67048.0,0.98
b51efafb-3437-4ab4-978c-15c807fbc24c,P03145,17603,,0.61
65a6a059-96e7-4d90-96d5-3a7be0ff5375,P03146,33025,49479.0,0.66
206b0a53-c5db-4161-b2a8-42fc4e64960d,P03147,49310,,0.9
3d81e926-88de-484d-bfb2-356ce38dfaa4,P03148,8499,26325.0,0.64
91c6ad83-7ffe-4121-bf45-022aa6de52ef,P03149,42654,29503.0,0.89
a1e84333-33ea-49c9-aaed-24c8d2cf4cc3,P03150,43722,,0.7
11e6261f-9c8a-4f1e-a014-0eed4a88c7a5,P03151,5842,21382.0,0.78
018daf2c-ed19-4a3d-8d76-2a2d5999e12d,P03152,47874,18693.0,0.64
4919e350-646d-47ed-868e-a15b2df1c00d,P03153,38315,63093.0,0.91
060e37ca-e4b6-4f0a-b09f-24804c0c1468,P03154,20210,81720.0,0.55
87f08800-55a4-4255-95f4-c2b182022b55,P03155,16740,,0.84
eeafc293-45be-4812-8a43-7161586da0b3,P03156,32492,,0.73
e6801cc7-bfb7-4225-a4b5-36141c2a1503,P03157,40055,83948.0,0.85
f16e1069-7981-411c-964d-286c0a18b265,P03158,48174,20325.0,0.97
30517c8e-a6d8-4874-b11f-f1d035230b16,P03159,6740,47883.0,0.86
00da1785-256f-4ebf-b7b9-be001102e0e1,P03160,21715,78994.0,0.6
77281db1-cefb-4559-9708-56a8e91977f7,P03161,38467,19932.0,0.51
ca351597-961b-4ce7-823f-b73ea65c051b,P03162,48958,74706.0,0.74
c9dd27fb-3b49-4db7-9de4-d329a5872e67,P03163,22398,13828.0,0.71
11114df3-941e-452f-84f6-143461dcb30c,P03164,9621,14924.0,0.81
5ee47a55-faa5-4325-a761-a521559a5c22,P03165,5044,,0.81
c427bfff-4aee-418e-82d0-ad03d29a51a2,P03166,38304,,0.86
b2b71218-a97c-4ede-b459-b91b2e17553b,P03167,43221,,0.82
31c34ad2-13a7-40c8-a868-57193cdc45bc,P03168,19504,,0.99
30eceb9f-16ec-42fc-a3fc-77faae9ac807,P03169,17480,14990.0,0.91
3ab8bbeb-fe81-48ed-970b-782a81eda263,P03170,46100,,0.58
e5bb0ab3-fdcc-461e-b271-f46cd36f5baf,P03171,46694,86703.0,0.85
bd9fa946-9dc9-41b7-a9dc-60a924e902ac,P03172,2940,,0.64
db3af4a5-430a-4708-b24b-57be38b8a7e5,P03173,31601,21145.0,0.95
2237be1c-9114-4349-9348-156605e200c5,P03174,9897,27179.0,0.85
203b38fc-9b55-444c-83ba-4763e553fbad,P03175,8765,63293.0,0.98
f0e92845-400a-41f8-8015-2373a8578a5d,P03176,34374,16704.0,0.9
216a06a2-608d-4990-bc10-e5d17ddda2e9,P03177,30166,,0.7
883b7f0f-c7a3-438e-bb87-c40d07da1a49,P03178,47088,,0.6
d21d1543-8f32-413f-9e1b-f9cc9763f585,P03179,15140,23947.0,0.94
43b873f7-1cf2-4b3c-b4e4-ec81979ed09c,P03180,39023,59504.0,0.91
8ce2aee4-270b-442f-b342-edcb35163eb6,P03181,40398,,0.76
e87ebe64-1cf8-4c9b-8702-4529c87d6c0d,P03182,17037,11988.0,0.68
98cc7e3c-7194-4e7d-88f2-d5505aaf77d8,P03183,1220,,0.64
a31759d4-d8df-4a08-bb49-9d67c7895f72,P03184,44316,,0.72
960d8225-1b1d-4bcd-a60f-c7c19d7fa2bc,P03185,12895,,0.99
59cfeac7-fa2e-4346-a1d1-70ce0860411c,P03186,31034,,0.61
6e387235-577a-41c1-8ddc-d42cf0683df7,P03187,45980,42330.0,0.97
786a45e7-45d9-4658-8cdc-d3b059d3f8a3,P03188,18447,48880.0,0.65
ccd2dece-c20a-4a1e-8f60-55250189aa6f,P03189,29094,,0.75
32d7de4e-71cf-47d2-80ed-20d73cf661ea,P03190,21512,,0.91
03676ec5-b0d2-40c5-a425-cf951185f423,P03191,40736,64518.0,0.93
12ceff2c-c7e6-4033-ae3b-aa84c2c0b50d,P03192,41040,26747.0,0.57
4455445f-aa2c-4c83-bd62-47c94bb5858d,P03193,18923,,0.72
c4668789-2067-4aa1-a8a9-8355b1bff03a,P03194,22950,33954.0,0.7
b0d5ec60-bff0-40ba-99c3-70d162583b36,P03195,14518,16936.0,0.54
32a6ef94-fa3c-4331-bc5b-ab279c3d0c7f,P03196,46497,14540.0,0.91
8f37f2c1-5a6f-4ddf-8b32-fac32c3f2fc5,P03197,43649,3149.0,0.66
3a250b29-2a70-4d2f-bed3-a4e3e40777f8,P03198,19427,30338.0,0.91
4cb84776-a10f-4172-a45f-587a511f8fee,P03199,27048,,0.52
d7d446fd-67b4-4580-9f89-dafb374da576,P03200,35072,35557.0,1.0
40ccfb36-3e13-4013-a181-27ff491953b0,P03201,6228,41059.0,0.66
ac3d8d97-9b0b-49cd-b7c7-d23cecc02b5b,P03202,13256,68945.0,0.64
30fca471-8816-45b9-8ab8-889235c2ffb7,P03203,48904,,0.57
c0ae565a-abad-46c3-bd32-e67474df9d35,P03204,26174,42769.0,0.73
