Metric ID,Project ID,Jobs Created,Community Health Index,Education Opportunities
1769cdb4-18f0-49aa-bf33-5466ffe67c4c,P02659,490,0.71,67
a8481509-c923-4d06-be5c-97d5c0e90704,P02660,46,0.76,16
110342ad-3271-4329-82b7-5183d64f394e,P02661,385,0.9,82
e326fae5-84b8-4ae2-9a7c-469f71c82d0a,P02662,288,0.75,76
0d052150-de0a-479d-a8de-871c2edc6660,P02663,125,0.93,59
5c77fa60-a5f0-4cc6-8ab9-99976f6f6ed6,P02664,155,0.62,17
0c88243a-4fb8-41ec-821e-1d58844c151d,P02665,428,0.6,79
62744e8f-8a5e-40d7-98fc-934f5294b2ed,P02666,190,0.88,75
8a7e8135-5483-4c4c-a536-1fe2470cf1d9,P02667,39,0.82,83
db3c1978-c35d-4fbb-a85a-593119f07191,P02668,80,0.89,70
7e50da65-2dfd-4580-a7af-2df2cf7ed670,P02669,475,0.83,38
b441f862-020e-4a06-b7bd-850754d5cb50,P02670,385,0.63,19
3242f5a2-1f5a-434c-a2f4-c2490c056bae,P02671,46,0.88,38
edc4426e-572d-4918-b8fd-b9f7870572ca,P02672,28,0.6,35
efd19ab2-45bb-4314-9863-a2ecf1e95a1a,P02673,126,0.87,18
234a79e8-0419-4d76-9156-3904758d4c55,P02674,197,0.71,25
c9addf8c-2d88-4f8f-9826-44308ac0e255,P02675,443,0.92,43
b8d2bb66-9a45-4981-9268-fb17190aaf59,P02676,444,0.87,66
5494ed86-80dd-4d7c-992b-ff6c9256ee39,P02677,466,0.9,22
b99a71be-19e9-4de7-bd34-28a20ab5d166,P02678,13,0.61,73
dd8723b6-1da1-4801-a894-12c705817170,P02679,451,0.94,68
949c0fac-0e51-4a2e-b838-dce6e9fa7ad0,P02680,284,0.72,54
502921bc-dcc1-4c4f-9ece-5ec9084b6ee3,P02681,104,0.67,16
058028f8-0ad7-4d94-aeb3-a8268f7e2e95,P02682,411,0.61,67
0e60d0e9-20b6-4864-aa74-ff2a0dcd7c20,P02683,53,0.65,41
28c4dc99-f2ec-48aa-9840-61934d336cd0,P02684,348,0.69,26
6a7d46ed-40b0-4c81-9912-fd8c8cf3b3c9,P02685,426,0.79,44
beb0f476-d910-4bf6-ab76-b0afce7bf03c,P02686,294,0.87,13
9e8cbf42-c912-4db2-bf20-a5386a535376,P02687,31,0.89,83
ea85c01b-89c6-4706-b9d4-1763c5b8a676,P02688,398,0.73,39
cff3dedb-9199-49f1-bdac-cae8d8335990,P02689,165,0.95,56
a86e0e4e-a927-40bd-8215-d362e1d69981,P02690,116,0.92,70
da8d0f1f-bae9-4d64-911b-df01c83d25aa,P02691,384,0.78,25
c12d6581-aaa8-42fc-ac8f-5872eaec3d35,P02692,130,0.67,27
d1434e08-feae-4ae5-832f-b899f76bf740,P02693,233,0.66,91
b2c89490-895a-42e8-8891-f01c26fbdd36,P02694,340,0.63,34
72541276-5cdf-45ee-8e65-f702692d9a7c,P02695,250,0.75,15
f6454e79-e6ee-4c3d-8437-925a233be686,P02696,212,0.91,66
80adfc35-6ceb-42fe-942d-cd93d7baaece,P02697,158,0.89,67
1d82f6ca-4bec-4acf-a9e8-3cfdb856096e,P02698,347,0.72,57
62944fad-87a2-4a62-9332-407e1a3f2844,P02699,458,0.91,19
8bde7ae5-48cd-4e0a-b900-9ee994e84ba8,P02700,332,0.89,65
bf115c4b-dded-4b89-8b6c-fbec0d85ec43,P02701,303,0.6,44
588e2784-865d-4307-947a-6c48f366511c,P02702,447,0.73,20
00fdac9a-2a89-4abe-b1e7-70194d50ab08,P02703,309,0.65,25
71cd5a55-aa3a-4838-bf66-6e693d69dd76,P02704,281,0.92,95
b34708ef-d9b0-4ea8-898f-5793c983c4e8,P02705,205,0.8,21
d287cadc-5f63-4f80-ac9c-2ac4096aca5a,P02706,240,0.72,60
5a652532-b49a-4d14-86d8-ac3ae834355f,P02707,349,0.62,62
584f9bbe-d550-4007-81a1-cfb832d332c0,P02708,153,0.71,40
42e808a2-57f7-4293-980f-b422f555d816,P02709,290,0.94,99
19953fe2-927f-4715-be00-1168a30baadf,P02710,18,0.67,43
94b1f0ea-37f2-4cbb-bf55-e77729585f1b,P02711,371,0.89,53
e8e0d224-eeb2-4006-9ab1-1968a432750b,P02712,305,0.89,45
9e339675-a0dd-4dc0-8efb-6d67c7ad2523,P02713,404,0.95,53
f5548c60-6c73-4903-9953-8a2fbbdfd120,P02714,44,0.69,39
e4d8e23a-a180-415e-b348-2c8e0f257051,P02715,433,0.66,22
162fd009-be4d-47b6-990b-49b8e29bdc12,P02716,34,0.82,48
7bbde362-ee2b-4629-b871-16f77a1d8d57,P02717,422,0.91,36
f6198617-7fc2-495c-ae7d-75126d16c57a,P02718,33,0.7,20
1cc2cd65-508d-4cba-ac03-1d19b16be023,P02719,297,0.61,87
f72c2823-3404-43ff-abae-f1ef7ba78008,P02720,236,0.7,25
b464e633-3d2e-4d02-922c-3cf21badf664,P02721,447,0.76,12
e55b285b-292b-449b-b24b-cd4e168ed90b,P02722,32,0.9,40
15202e93-5b9a-478e-bbbc-c8873803e0e5,P02723,268,0.74,86
2072d9a8-914d-40f4-a067-05b7aa939eac,P02724,386,0.7,51
0f27ac7a-7f7b-4806-900a-3cfbcdd38638,P02725,257,0.78,30
52c98c3f-7fac-4435-80bc-d3992b848e8d,P02726,324,0.87,19
020c89d7-c1b3-46bc-8352-54d66c1c17ae,P02727,181,0.62,32
4c4e4f3b-93f1-4ae9-a94c-da49f4ed7048,P02728,180,0.82,84
aa5cf160-7aa4-47fd-a833-4a3e4b211cca,P02729,306,0.64,81
7cf2654f-4a81-4d9e-9b98-ed9560e847cd,P02730,267,0.84,32
62a007cb-b570-4835-85cb-76b2e54d4445,P02731,184,0.9,21
554e9b0b-97f0-4d57-9e2c-62b128ae9c9f,P02732,23,0.77,80
8b132992-90d4-4e99-a156-f3e1bfa5c797,P02733,252,0.62,41
5b52e433-96fa-4c1a-8568-6c556970359b,P02734,439,0.77,15
deb9d80a-67a6-4510-a2a4-0bd19e7556ff,P02735,261,0.82,58
01d07ffe-bf71-476c-9d9f-a5ae3994c1ba,P02736,231,0.89,19
aa574c57-e81d-4637-821d-d2889e50aa27,P02737,285,0.61,71
c17469cc-fa7f-4931-94c3-cbbfc5b291f1,P02738,299,0.72,98
d22a67f9-63f0-4e38-a262-5066d2abbc66,P02739,495,0.91,21
a086ec99-940a-47f5-ba4c-68bacab24d4f,P02740,177,0.81,87
3398c19f-81c8-4087-b472-713a65953f52,P02741,464,0.8,42
f7d4831b-ad1d-4b19-9b69-ab9c49ffa9cb,P02742,226,0.75,54
e16d0b1f-c219-48d3-8e8a-2283f2aae801,P02743,298,0.73,29
90cd27f2-f205-4e5e-a9d3-4469e41adbd2,P02744,74,0.72,55
d33eeb16-dbba-4a89-a633-e25383871925,P02745,312,0.87,82
9bfc038b-ae2c-42a3-ad76-64d8e546ef8d,P02746,302,0.93,64
586e7fb1-bdc6-4650-bd04-7c64b701e449,P02747,184,0.8,43
e410b95b-7bab-45a2-9be2-4a1015787bf1,P02748,205,0.69,34
1644ea31-850d-48ef-bbde-43fa6c9e7ffc,P02749,29,0.79,21
3788dcc9-454b-491e-9619-e115b756eb1c,P02750,423,0.92,10
93d33473-91ab-4e07-83c0-e4598faa9896,P02751,399,0.8,19
347bbb9c-1d06-49db-9c59-25ee52521a53,P02752,336,0.76,63
ff2f6c69-83b6-471e-88e0-cdefc6f09e7f,P02753,235,0.62,95
9b441cfe-0a0c-4b9b-ace6-66d578d7ac2b,P02754,254,0.61,42
3062cb30-8ec5-4754-a940-163a805fe867,P02755,154,0.89,90
fff0eada-e550-4d6f-9fdb-677817993b27,P02756,167,0.83,93
f4a7fbde-2fec-4eb7-bebb-2d0d9fe1b5f2,P02757,141,0.92,50
aea30b5a-d93f-4b30-a12d-f7b25b5bef32,P02758,176,0.69,90
d07cd363-4d64-4c9a-ad7a-d22c66d27c99,P02759,107,0.72,28
bec8428e-611b-4257-82ef-eb502d727749,P02760,206,0.93,33
25456fc1-d8e2-4912-8be3-106ddc04c71b,P02761,283,0.83,96
5dccff6b-b257-4694-9574-ff76507a0275,P02762,346,0.64,21
5542f846-fc19-474a-9aa9-46d073f9473e,P02763,111,0.9,26
d9a3b8dc-6624-421a-93f3-820edab9c86f,P02764,335,0.9,86
2992665b-6f41-48af-b302-cca67c68ca97,P02765,325,0.69,80
5cbbcc0d-c771-4663-8153-c8b20e5eea2a,P02766,424,0.7,29
23b29bf1-9297-4967-8b5a-34e5215fb3c8,P02767,91,0.93,20
cfb7394c-74be-4fab-ae23-a73bb52d1b67,P02768,378,0.88,83
bd840161-648e-466d-adca-b6309042e129,P02769,99,0.62,90
5d129e58-539e-4aca-91ab-fb10a4555d1c,P02770,432,0.91,69
e176c0f4-252d-414c-a21f-30535c50541d,P02771,205,0.9,93
e7da619a-dfca-41c1-8786-8ee163dff1a8,P02772,36,0.77,100
79e58143-5ef4-4525-82ce-5c8dbc679b0f,P02773,289,0.81,56
8687a62a-a195-4a32-9f40-ad9d2e3dfe05,P02774,426,0.61,14
098079e7-dbc5-4ece-81dd-4ad2c05e8142,P02775,419,0.66,37
1b13bea5-3f09-4ca2-989c-8b0e3285bdd6,P02776,117,0.9,38
b5904bdc-c7b7-4265-ad3b-312901566973,P02777,137,0.67,65
248e23d4-abd8-449c-9ffe-b7360712d648,P02778,427,0.78,55
0b1a8a95-2bd5-4119-9db7-f9e5ae751ebc,P02779,67,0.81,11
2e19e4ea-bad5-439e-9265-6b0499328548,P02780,473,0.66,92
b599f65b-7c6c-43f7-9ad1-3498cbd30651,P02781,203,0.7,37
cef1fbab-20f2-458f-9c5b-8626b44fce12,P02782,244,0.87,43
9a165c22-51e9-4a0f-92fd-2a545c532f65,P02783,137,0.84,49
caf1ff58-52d6-4e96-b4f4-836c5a8165b1,P02784,257,0.76,64
341340d7-e1ab-4c88-87e3-76bbe4781888,P02785,457,0.79,21
7b24a78e-c0c4-4eee-ad0f-da2b81722e02,P02786,237,0.9,25
28cfaaee-8776-4333-8c61-694a9d9b673c,P02787,281,0.81,45
1fd695ae-ba8e-4010-8abd-2ff30fd3b36a,P02788,47,0.71,91
a980340c-2bb2-4223-9de3-c62f6b34e397,P02789,408,0.86,21
0f0ed362-5aa7-44a0-8bfb-2cecb80a4db1,P02790,340,0.79,46
99c58a98-a5c4-4c2f-9bb9-faa49a8b1107,P02791,399,0.75,14
be699726-dab5-4438-945d-e84620caa4f3,P02792,176,0.61,75
1bdbf54e-114b-4df0-8e5a-b6b5eb931d0e,P02793,495,0.86,28
ea730933-13f5-4001-a407-dba1823cb93b,P02794,140,0.67,10
de3e2b80-ac69-41e1-bc8a-499a36f3f9f9,P02795,263,0.75,31
b690431f-3ffb-45f8-9757-863bbc78cf36,P02796,98,0.91,35
85c3a185-d28c-4eca-96e7-35176d232588,P02797,399,0.67,93
b02e4642-7fc3-49c8-9352-972a65d708b9,P02798,423,0.9,99
be3ee0dd-62a1-4cb6-abf3-2192d8c93490,P02799,424,0.82,77
994731e9-d62d-4521-8383-224e79c07a6c,P02800,236,0.62,83
81e743c9-ce30-4dcf-a182-cba58bec9af0,P02801,417,0.64,47
6283dc00-089e-44e4-b343-846a9d4b02d6,P02802,201,0.62,37
5c60c9d8-e42f-408e-a3e7-857cbc2cfdf1,P02803,181,0.73,43
b455f971-89a2-4f98-90d8-99b999a4d46a,P02804,495,0.61,51
58a9d43b-44f5-4d11-8eef-28b9b17f922e,P02805,141,0.72,40
56c69351-1ec7-443d-8830-d546a8bd5ea5,P02806,442,0.86,83
6b1fdb40-3713-4caf-bb40-20f7656c56b9,P02807,479,0.71,38
7546e763-1845-4f16-9e06-ecd11e5d409c,P02808,417,0.75,74
d5efab17-5527-4aaa-aa9a-411760192ac7,P02809,351,0.75,23
34a56491-df8c-4be9-9a07-67523a651d2d,P02810,285,0.74,86
291b15af-9b8a-458a-87a3-ff754e426383,P02811,119,0.8,44
0bac986a-b8be-450f-b69a-e56327b2dae6,P02812,476,0.69,59
3ac86735-beac-42fe-82f6-5e599497dd86,P02813,45,0.82,79
807fd175-5eb6-442c-8402-8bad7cd1282e,P02814,116,0.7,73
0f02813f-3670-4c1f-89b5-e29b28beee11,P02815,105,0.93,51
d0476c54-5efd-425f-b569-fde206a98ded,P02816,56,0.75,21
8d3f3ace-bbaf-4dc3-8b60-8b1d71ff8584,P02817,452,0.68,35
6ef052af-ac0d-420f-be00-6c361ed424e9,P02818,500,0.73,78
c2fba8f0-54c2-4205-a31e-3ff1651c5078,P02819,280,0.69,67
6f143110-3281-44c0-afbd-63830817248e,P02820,384,0.67,46
6bddb22a-28aa-497e-81fd-28a2bd32c9e4,P02821,219,0.91,74
485c379d-2b74-4804-a86c-2d78f02cb3c0,P02822,239,0.65,38
0cbe7eec-0f08-45b3-8491-c7f09cf6c956,P02823,206,0.8,76
18e7f43d-c7b0-4bec-92e0-c6626f24e8fd,P02824,248,0.63,54
1fa24e62-fa6d-416c-acdd-9e4c86aa1f23,P02825,474,0.69,85
e5ba664c-06a3-463b-bd85-661eb09711b7,P02826,145,0.79,71
47183e92-c166-4e28-96e8-95ca0a063953,P02827,36,0.82,34
a7e41981-5789-4220-a9c4-7641e135be68,P02828,197,0.64,11
3521d385-ec69-4640-a60a-49963d9441b6,P02829,115,0.65,19
2ceea83a-d7bc-4eea-a71d-d4c4f69fca39,P02830,53,0.94,89
2c3b4a9d-0c32-45b8-aed7-2a23c0c1f8cd,P02831,326,0.63,85
5d619bde-552f-4bc0-b3cb-8c26334d3a77,P02832,368,0.63,81
8e4f7d65-0668-4ff6-8178-dd570cb7fda9,P02833,310,0.81,73
cab92aa2-4607-4c6b-b8b4-5b82558f32f9,P02834,45,0.81,91
59a14e68-0d90-46f7-b4c0-5500bb6c7b54,P02835,291,0.86,46
df1d1303-e5ed-4ee2-a36b-e5b484438973,P02836,161,0.72,14
6451672b-b899-4390-bb8f-1c09753f5245,P02837,130,0.71,65
cf1781d0-ee16-42a7-9d10-9aa0960f6ba7,P02838,146,0.8,25
ad1d9951-2b68-472f-af5a-b786acd85ef1,P02839,314,0.88,63
f490079a-3e07-44f2-9ca9-c47c1657bc74,P02840,326,0.86,31
11621f4e-a63a-438f-9347-55d2aee10894,P02841,123,0.71,37
a0efa364-877c-440d-88b9-21851dd3bfd4,P02842,354,0.85,53
2cc4a6c3-de9d-485c-a88f-b1071e3335c2,P02843,59,0.95,96
57c8d5aa-316f-4a73-a7da-ab73caf25bb1,P02844,361,0.74,65
0cd32006-dbf7-4a97-9fec-568a251de6ef,P02845,279,0.81,38
97f351d9-dfcf-4dd5-9c8c-c6131d043c88,P02846,127,0.91,85
927c08a2-fa4c-4b92-bb76-5db99c7fe0d0,P02847,208,0.65,61
05b14ff2-9425-4c20-8b44-aff408166b94,P02848,376,0.78,51
c8b2c9d8-bee6-4f6d-9558-7cc8bc43e3cf,P02849,446,0.74,46
3e7b5a6b-af9c-4fe8-9404-8b7dc2390a1e,P02850,112,0.93,20
5902e905-8215-4d2c-bc78-62309082f93f,P02851,17,0.93,20
9768c2ea-56f3-4870-aba7-bc51e08b05e2,P02852,394,0.74,77
3a0509ad-207a-4a39-858c-05abaf0fccbd,P02853,70,0.9,12
b1ebd852-86c7-44d7-b04d-967a0e9bcdfa,P02854,278,0.79,93
08762b40-17a2-479c-82bb-aa604adc66c1,P02855,157,0.6,31
22e8d4e3-51bd-4922-a2dc-d659dbb3c491,P02856,387,0.89,36
953a2822-3c70-4ff2-a61d-8ef0d2561c47,P02857,465,0.81,35
6c0cad0f-4fe4-4070-8f78-4d18224efaad,P02858,300,0.87,19
9733b1ff-b43a-4114-bd88-4176781fb25c,P02859,418,0.82,12
34ef7d11-e1a8-4109-b23f-0597cd8034d0,P02860,104,0.91,35
01c40893-8b54-4048-be77-97386c61fe4b,P02861,95,0.92,75
837af0c2-889f-4c9e-a905-cc9c59f41ca6,P02862,303,0.7,32
36d97eee-40e5-45ad-a61a-fc48ddcd18a5,P02863,248,0.69,24
11ed604e-879b-4624-bd3e-cec410e108ac,P02864,488,0.7,89
650b93e6-873a-4155-a335-af84c1691959,P02865,454,0.75,20
4e9b2b28-233d-469d-bf67-840f85025b79,P02866,218,0.63,98
3ba1af68-1ece-4a73-a8a7-d99ab8ff3f9c,P02867,365,0.74,94
6fb80483-50b4-4f2e-8477-249d74f7c108,P02868,61,0.89,61
54dc55e4-f1ee-4c32-a21c-0deb69294afa,P02869,362,0.86,87
f1a04aa3-7f87-40fc-a27f-b1323af04699,P02870,396,0.9,14
08f76225-64ad-4e4a-85a7-33e1e180d986,P02871,371,0.9,96
365ab9a3-d485-42b5-a59d-27db9065555f,P02872,391,0.67,36
a40a49d2-84bc-4b1b-a1fa-20964e86f11f,P02873,482,0.6,42
c562f9bb-cedd-4694-a5c8-a928c8aada95,P02874,273,0.91,11
0b7b7a8a-8e8e-466b-b8a0-57f77245ab93,P02875,101,0.84,98
dd04f74f-ee0c-41ee-a6a8-2c82984c729d,P02876,154,0.9,78
a06d83dd-a048-4e8e-81f4-0f09193b135a,P02877,188,0.76,26
4f21d530-9ab9-4df4-9944-78e17206ea8b,P02878,463,0.88,71
b6b0665c-8738-427c-bfe0-dbb7ac10d837,P02879,397,0.76,36
2cc2676e-ef2b-4d21-907a-efc8fb7b45ec,P02880,478,0.8,77
74888c0b-57d7-4b48-8b6a-f5383c58ca3b,P02881,339,0.76,17
afdebd2b-05dc-4614-9b64-fe45dccb6c60,P02882,309,0.7,53
d90c9881-0fad-44ae-8167-6e1d278cee8a,P02883,486,0.68,66
753d8539-4d3a-463f-a5ea-17e9478ec901,P02884,103,0.78,48
033da94b-aca3-4d26-8888-aebae06cff3a,P02885,283,0.62,20
d376ecc8-f9b7-454d-ab02-448f6a0f40d1,P02886,228,0.93,70
3b088675-8d4f-41f5-9b46-428bb28c8ecd,P02887,376,0.63,14
7ed41ab7-9142-4c39-92d7-726bad3411e0,P02888,39,0.89,12
11af8a8a-a818-450a-8586-234dda3c2f04,P02889,298,0.67,70
28eb718b-32f5-4b94-a1e0-429c1cb1dd10,P02890,145,0.61,26
82ad4bec-4741-4aa8-ba9b-e7956b9cae05,P02891,172,0.94,24
f0df4b73-ec2b-4e4b-8ce1-c8ef91145505,P02892,187,0.61,75
de021af6-d73a-4279-95d5-9131b5ab5b29,P02893,380,0.74,37
f6cf8e92-2f3e-4363-b58c-36444cb7a83b,P02894,316,0.81,32
043a9541-ec9f-434c-9a36-439790589b85,P02895,41,0.92,15
b6edfe89-5564-48bc-9a08-1ff371d9d1e8,P02896,449,0.73,56
41f60368-ddab-440f-986a-a1e672458701,P02897,61,0.83,13
9cfcde8d-c208-49da-aabb-f929b449ea83,P02898,379,0.79,41
ffeb4aad-079a-4cd1-a196-fb18e83d5337,P02899,307,0.72,94
f2eceaf0-2432-43e7-8fbb-7aef8c9319fc,P02900,455,0.79,54
9bdf815a-e726-4bac-9c0c-1f340db4cf19,P02901,169,0.62,33
ac0d9d7c-afe3-4b2f-b6d3-3020c800dd1d,P02902,41,0.8,46
29e066a3-a621-4dfd-a9d8-4c1e00c79b9a,P02903,245,0.64,33
69735a8c-06b5-4614-8b88-cc32c7d7bbc5,P02904,85,0.88,71
1895babc-b6a9-49da-a9a6-d1d50bca5b7a,P02905,78,0.89,29
b7eaaa7e-7604-48ea-a641-2d08ca0ed234,P02906,231,0.9,44
940a3aec-b275-4774-bfc7-21ee79e1e26f,P02907,483,0.65,82
c32cb3da-2077-4501-b8c3-c8ac50230e31,P02908,260,0.8,84
75e0569b-f8ff-4dad-a430-d3135a4cf293,P02909,281,0.87,27
7356b2e9-a70d-48f0-8e8c-12cac192601e,P02910,300,0.88,100
36ab0f17-f5a3-4bbe-a4a2-e78c57edf8d3,P02911,127,0.94,10
a3f5b3eb-9844-4314-a906-34935fa2c719,P02912,407,0.9,31
bb7841e6-aa11-41ab-bd6e-99a7b2bc7b7b,P02913,156,0.77,100
3772396e-437a-49d0-9cb3-072ce6a66164,P02914,148,0.91,80
a5791147-71dc-4997-99ac-c8fda0b80436,P02915,327,0.93,81
597ef865-dda9-4b00-b1d4-25f10f5a6b41,P02916,131,0.62,91
d43d2c68-9036-47df-a462-2f079514980a,P02917,58,0.6,44
6da1bf72-9bea-4e3a-943b-47e2fa540d42,P02918,115,0.81,71
c4aea8a9-72de-4d98-91a6-e1b52800a955,P02919,359,0.85,94
ae8b6250-4769-4847-ae6d-a7ccb51175f9,P02920,125,0.66,68
b29b8f53-0dae-44d6-8a6e-620a0129c78d,P02921,197,0.9,41
959e633c-d363-45ed-8450-62b70624af42,P02922,345,0.75,30
cd810c66-3050-4f0b-b23e-5a446ca5d630,P02923,294,0.72,80
4c90a6bb-776b-46e1-bedc-7fc03643e34d,P02924,230,0.67,78
fee5f402-6c29-42c9-99c4-0966ca018a3b,P02925,98,0.77,79
8b506e2f-6857-4c4e-b02e-8153d70d9c12,P02926,276,0.8,41
388c0466-9043-41e3-ac30-6530a46cbffb,P02927,343,0.87,42
8836ab5b-26d4-465a-b160-b398f1718eca,P02928,407,0.65,64
8f6de25e-70d8-464c-91c1-8a380a1c2da5,P02929,334,0.73,92
8c6a31d1-e25d-468d-b977-6b116a872154,P02930,319,0.78,88
23acae9a-7697-400c-b3a4-1ea3a6d9ca3a,P02931,65,0.62,15
87fd7848-9e95-4211-98df-84f0077b5b44,P02932,494,0.71,18
5311040a-8107-400e-8114-aea282164628,P02933,486,0.69,47
9419058d-129a-4ac0-a7e4-23a200c92d1a,P02934,255,0.63,90
4ee1aa65-ae8a-40d1-8d3c-e41e9e681e4c,P02935,208,0.78,68
d791c552-e19d-437b-927e-ed0826e036a0,P02936,133,0.65,67
a924f373-6c27-4f0c-8073-443595e58089,P02937,289,0.89,36
6ba9ce1b-b7d6-4604-be7f-8c9437c88bb4,P02938,69,0.87,20
f3b88919-9369-491f-bdd6-10e9595b116a,P02939,266,0.61,39
fb1691e9-02bc-4c56-b196-6cca8ee879c1,P02940,428,0.82,82
61302f7e-a1ed-4b01-a159-f6c6a18b0458,P02941,69,0.86,31
3041f4c3-61d5-4b8e-ab65-727bfd3e9314,P02942,318,0.74,85
766ceb5f-4487-42b3-a861-5129bf2071ac,P02943,352,0.74,59
978ef3fd-121e-4e85-8002-7c678a3efa44,P02944,306,0.83,46
a285917d-964e-4963-b12f-7bd80e52eb4b,P02945,255,0.72,14
292fc99b-f508-40e4-beb1-6c26bae3a8cd,P02946,407,0.9,85
095288b6-9e19-4dbf-a114-c0fe90684249,P02947,446,0.63,35
419ee60e-78d1-4ec7-aa06-129b8deb9796,P02948,47,0.65,43
8db34300-7ce6-4dd2-b8df-d652534acda4,P02949,466,0.66,42
1743dc5b-9a13-4ef5-8639-d4e31da99f20,P02950,386,0.91,28
d4249a98-a0cc-42af-8024-4f345a9480f7,P02951,390,0.87,38
3fd97ea0-07d1-49c3-a3bc-0ceeafe93845,P02952,54,0.83,76
7a0d2d05-ae24-4830-8fc3-fcf8dbf01211,P02953,248,0.71,81
ee7fca74-f6bf-4a0f-aea6-0c5efbfe02b2,P02954,99,0.77,68
d5d92034-e96c-46a6-927f-484058162134,P02955,394,0.85,68
3546ea83-e85c-4a17-826a-07756b07e5c1,P02956,14,0.61,56
bf7c7a3c-e324-4419-8d26-2f731d6a778b,P02957,457,0.69,11
04509466-0eff-4297-9968-e20823ffe7d2,P02958,165,0.64,96
857b07c4-b940-43bd-85c6-e54fac462871,P02959,165,0.62,97
24fc9135-0724-4dd0-b444-e61554c04e7b,P02960,207,0.83,49
c985fb62-4e30-487f-9c94-6009a10126f9,P02961,244,0.62,58
5c2e4f4d-bbfb-45e4-89b6-d1504ae8bde1,P02962,463,0.95,87
18b1d807-8feb-4b37-ac52-c6d644c44cc8,P02963,248,0.86,89
826f1f66-9e68-43f2-98ee-0c3cacc1efe4,P02964,469,0.75,92
dfa01830-ddfa-485f-b699-5210070cc1cb,P02965,440,0.74,52
b6f7dfe2-a6d3-44c2-8f7d-dee6ab0d62f3,P02966,415,0.7,47
5d7acae1-e8f7-4777-9def-a33fff487faa,P02967,301,0.62,97
16172362-bc76-40ab-85d9-83b51b363371,P02968,479,0.8,19
d20204ec-0499-4fff-b1cc-157a3e7fd222,P02969,93,0.8,87
8ffbf627-0915-44e3-bf45-ef6b49df0159,P02970,155,0.8,71
add3f878-faee-4357-8c1f-708d8f7435f2,P02971,480,0.67,48
8196764b-1fbb-4291-aa9a-c26d965739ac,P02972,300,0.93,26
ace0258e-2de7-4bc2-8597-1e3b1366a144,P02973,136,0.69,54
5cec66cd-d5b4-476c-9c16-db09a17c32d6,P02974,403,0.82,62
d6b21164-8dfd-475d-84d7-a8c2b6a69ca3,P02975,78,0.89,77
432e230e-39cf-41ab-9bef-9c407b2fa238,P02976,374,0.8,87
ba896e62-a7b6-48aa-8923-31406eae3c4b,P02977,172,0.66,54
8a24b774-36c2-4e36-9a21-9a3c3efa854d,P02978,495,0.6,68
0c2ef91f-f655-44fc-8207-4ee71176cb69,P02979,268,0.89,37
8f194241-3a27-4167-9795-4ca3de12506e,P02980,285,0.81,20
54682a70-1317-4ac7-9250-25cc49dae073,P02981,361,0.68,82
8886a876-f713-431b-80e7-1db095c256e9,P02982,331,0.68,41
c58e9fcf-3af0-4a41-8255-b1cd78d2610e,P02983,329,0.9,84
ece61e22-8e99-4300-aecd-37662f1f6d66,P02984,180,0.72,89
0e50fbf8-8be9-4285-ad0e-e4d6cbbef3ac,P02985,499,0.78,51
788d62f1-31f3-4962-83c2-43a405aeac42,P02986,288,0.89,72
b4f866c6-2761-4dc9-8033-e3d5761a8cfc,P02987,61,0.74,94
3ceebab0-ce31-4b3e-b1d1-f9a0fc8fbe54,P02988,136,0.62,42
e2c3beb6-3fad-4444-98ab-ebe125d79710,P02989,50,0.65,57
6282b107-38c4-497f-a962-3ba924f296e4,P02990,311,0.85,53
d625f0e5-08f2-4c8a-a60d-bb69507cdaf0,P02991,100,0.65,30
4d7e4b6d-4c48-4f9d-bc3b-aa533bf6e892,P02992,367,0.81,70
de5c12b0-3c0b-43cc-aada-78562dfdf653,P02993,471,0.79,65
e6b2acbf-4351-48e1-af87-e727035b93c1,P02994,155,0.88,89
bdffad0f-6587-457b-8663-610da3b3c1d6,P02995,378,0.78,26
8452b93a-ddef-4533-aacc-a88ff5e73f29,P02996,139,0.87,30
347d5f37-71ac-4363-90a4-86d09a67cafa,P02997,358,0.89,28
5b0cd5ff-e8b3-456e-a915-523e938a76bb,P02998,131,0.9,93
af2959d0-96de-4c9a-a7b4-f22870ad35b5,P02999,415,0.65,74
61abc5f6-1e0d-47ae-beb6-7094f240619e,P03000,107,0.93,40
d02641d3-aa2b-4901-8336-12e517d8ac83,P03001,111,0.75,60
260febb5-f223-4a09-8b82-07341c3c505b,P03002,93,0.66,57
ac26c2d3-d5b1-421d-b3fe-361c4ce05a22,P03003,436,0.75,46
2a796f9a-9581-4879-919f-c75f9409e948,P03004,70,0.8,100
9bd6e4e7-9305-46fd-ab38-6b7c537793e3,P03005,153,0.8,56
9182a93d-f7fb-4bab-9f38-d7adf4e830bf,P03006,233,0.69,48
9b72f84a-f455-4a1f-929a-00f6ff7563e3,P03007,454,0.69,75
68cbe0c0-1d0d-497f-ba1e-66b2b5946752,P03008,483,0.84,85
8f82dc34-9729-4bd9-99df-469776f3f4b0,P03009,398,0.64,37
3b3576dc-be83-4d5a-ab5f-26420f87d6b0,P03010,191,0.78,18
3bd2cdc2-577b-48c7-9142-dfb14e01dadd,P03011,252,0.78,60
31aa1cc6-679e-44f5-9985-e7bf5e332275,P03012,53,0.65,53
4a36328b-5f66-44f2-a91c-f288f9ff2143,P03013,176,0.89,73
e32b549f-6088-4810-b527-073aa3b043aa,P03014,148,0.75,60
