Metric ID,Project ID,Compliance Score,Transparency Score,Governance Rating
ffd19f2b-c97d-4d1d-8c69-f2b071f73bc3,P03048,0.71,0.78,B
6c18c790-892d-43b9-bd86-22538100e842,P03049,0.78,0.72,A
542b1d54-a7e4-4704-bd1f-bad7f8e4233d,P03050,0.89,0.72,A
7f0a1e23-e125-400f-850a-daa063ae864d,P03051,0.74,0.76,A+
6d338d1a-26d3-4c84-9ca1-e056cf762fbf,P03052,0.89,0.75,A
6cd2d161-9149-43f5-a37b-cadecba41989,P03053,0.75,0.84,A
ebac63a1-0187-4920-a235-ddcd3ba8289b,P03054,0.78,0.94,B
f55c8734-9076-4b97-8407-0d8c1b53a3e4,P03055,0.93,0.93,A
38abe008-7f0d-4be5-a35a-7f30b4cd64cb,P03056,0.81,0.87,A
eefafc92-f973-45cb-ad85-7bf902f4d282,P03057,0.85,0.87,A
a5fb284f-cdca-49e1-97b7-1509d94e85c5,P03058,0.94,0.79,C
e22d9f64-dcbb-4515-96e8-0a625501e54c,P03059,0.76,0.84,A
91a21a55-7b52-4ac0-a0bc-b717fff76a50,P03060,0.77,0.94,A
0662da9a-8922-4a96-9997-2c52224b3e10,P03061,0.84,0.77,A+
b1858c2b-ba8d-4261-8d61-da2883eaa0fc,P03062,0.77,0.71,B+
0238f49d-e5e9-49f0-9c44-2204e7cba364,P03063,0.75,0.78,A
0d2bb644-4621-4014-aa77-61dbdc886f30,P03064,0.78,0.86,A
3fe21afc-f1df-4190-b3ee-4c07a790c764,P03065,0.71,0.78,A+
a6cb34fd-8d42-4a65-855f-b60df4175c1a,P03066,0.84,0.77,B
d57c60cc-5efe-4fb1-9812-5dbe9079a84e,P03067,0.82,0.75,B
9fc1cd01-e38b-4c12-9226-8327e59bdd44,P03068,0.76,0.8,A+
dd1f7821-b41d-4c66-bcbc-5bfa13d1f32d,P03069,0.91,0.74,B+
2565adcf-bfd0-4f5f-83ac-f021d6983672,P03070,0.78,0.88,B
1224ad9b-071a-46ea-b878-46b6991b03e2,P03071,0.87,0.95,A
8ee4d9ec-d277-4c5e-856f-c9beb645a7e7,P03072,0.85,0.74,B+
c7377aa7-5082-4f8d-a920-ef5e0ca2397d,P03073,0.95,0.87,A
2778a18f-c4d2-4e2a-bd5b-f36f0d7ec422,P03074,0.83,0.88,C
675f5213-79f2-4bb3-b99b-b321deeb8461,P03075,0.71,0.86,C
3d744cf1-480a-4767-89a2-0bed4285eb9c,P03076,0.89,0.71,B
408a4e0f-560c-445b-ae0b-bba6d997fb93,P03077,0.94,0.77,C
833bd90e-0652-4799-8808-b39567d5649f,P03078,0.92,0.75,A+
4669ae65-ad48-4f76-9b92-fc40baf499e1,P03079,0.78,0.76,B+
8bdec6e5-23a2-4ac2-8720-e53e63ab872d,P03080,0.79,0.91,A+
91968928-7403-4705-9780-9685269c23fa,P03081,0.77,0.89,C
6d1aea2a-081a-412f-82ad-e14864e39260,P03082,0.83,0.77,A+
2e73675c-d488-46d4-8f46-070ea78ad972,P03083,0.71,0.94,A
20ff7b82-e274-4fc2-bd6f-f91ca22c6413,P03084,0.8,0.74,B
5cb935b7-c1d0-47d4-96b2-a2dea2c33a98,P03085,0.77,0.89,B+
1ec54d69-0edc-412f-bbc5-3219e4e7fe2e,P03086,0.78,0.82,B+
dd5b667a-bd3b-4c9f-8a78-b9f0bbcca254,P03087,0.72,0.76,B
045b88d7-1094-466c-b5b6-70fa6ec1e29d,P03088,0.82,0.9,B
a08b47a7-e280-4334-b981-716b1f05a165,P03089,0.87,0.84,A
4084df77-ab85-46d6-9311-627947d72940,P03090,0.91,0.83,C
8d1f4445-3368-4fd8-9bca-695fb733605c,P03091,0.72,0.84,C
4cdd42c3-aba6-4396-a4f2-ad3987d288fe,P03092,0.93,0.77,A
83f91c64-e9af-4786-9b91-5134f21fd2db,P03093,0.72,0.78,B
7c738a14-b6f9-4caa-81b0-ca9eb24b966e,P03094,0.79,0.76,C
d036ccde-e5d9-4f81-ab6b-49ccaca52c2c,P03095,0.9,0.73,A
1bd822b6-fb52-4d9a-9341-e600450348f4,P03096,0.85,0.85,A
840655f6-458f-4c41-a749-0355437f32e3,P03097,0.87,0.75,A
4e75f3d7-2f2c-48e5-a071-84baff5c9e9e,P03098,0.91,0.85,B+
3cf32101-23a1-413a-b357-df64ceaa5388,P03099,0.78,0.93,A+
3c3aa1e1-3dca-48be-bc04-cc8d7de24310,P03100,0.71,0.73,C
5190a307-2d03-4dde-9990-8275642ba6ff,P03101,0.91,0.86,A+
f4dd357f-8aeb-4b94-90df-d5ebaddd3b93,P03102,0.75,0.91,A
531ca4e1-724b-4eda-a7bf-2187a750ad07,P03103,0.74,0.83,B+
7739d793-679e-4be1-af8e-57eef822c9fc,P03104,0.8,0.94,C
eb983b7d-a7b2-4427-bf43-170c82b48723,P03105,0.78,0.72,A
9ab0cb1a-089a-49ca-8f79-b4442e85ec0f,P03106,0.93,0.91,B+
9c6c4ab9-df78-44c8-bc26-32d2840eec69,P03107,0.86,0.82,C
f046e736-594b-4db6-8664-220f2bb81a8b,P03108,0.87,0.88,C
d79aefca-193e-47b2-94da-9b0ce39c849b,P03109,0.9,0.86,A+
81fbc5ab-491e-40d8-85ca-4bdd7aeb7712,P03110,0.75,0.89,B
f707c683-941d-4bc0-b189-8fb97429003c,P03111,0.91,0.74,B
b53768ad-4f55-4a03-a0b5-c5aa6794c903,P03112,0.72,0.76,C
ecc6d725-74f6-4fa8-8874-f7c22e7b6d3c,P03113,0.78,0.87,A+
608981eb-12bc-4486-bd5e-2871efaf3d7d,P03114,0.72,0.78,B
30f9f076-3bbb-4bca-9d55-6b92e4655c2b,P03115,0.74,0.78,A
1159fd2a-79c5-4256-8df4-e05739df95f6,P03116,0.91,0.86,C
bea86c4e-9144-450b-ac0a-509187477b0a,P03117,0.74,0.7,B
ccfeaa25-5e3d-47f2-ac83-59d614ce63a8,P03118,0.86,0.77,B
b91cc051-c040-45eb-9090-471b8d878871,P03119,0.74,0.72,A+
3c550e2b-2c94-46bb-be4e-1ca35159875b,P03120,0.89,0.81,A
5191071f-5147-44a0-9277-a7600864584c,P03121,0.85,0.89,C
42605ef3-0f7a-41bc-865e-2f43e70fd69f,P03122,0.88,0.76,A
c4ad81df-ac78-4261-aa00-77993bcf2e28,P03123,0.78,0.79,B+
cad90984-1cd9-46f7-88e4-10d420fa4602,P03124,0.82,0.87,A+
74f25b35-47ab-4ad8-81a4-7fafb07a4450,P03125,0.78,0.9,C
07938e95-b5a7-47f5-965f-c7fb9d26ba83,P03126,0.76,0.8,C
2677624e-f13a-41b8-8191-7a1950041b34,P03127,0.92,0.92,C
816aeaab-2ad2-4841-8096-ab0b723c40a1,P03128,0.89,0.83,A+
0b095b8c-af1b-4711-b898-f6e40fab04fe,P03129,0.73,0.73,A+
21245032-a154-4b9a-88a2-ac6e5644e48a,P03130,0.71,0.82,B+
344f5d77-56e5-4625-859f-e6d4d03dc59f,P03131,0.94,0.85,A
927fc59e-4408-445e-86a9-4f948708b320,P03132,0.93,0.85,B+
66ac1878-6ae9-4295-99d4-9acdaa889562,P03133,0.78,0.89,A
e477d6a7-6206-4c6d-8e66-2475b1b00ecb,P03134,0.88,0.88,B
0e5d1eb9-4f56-4a18-a54f-68fd54be1385,P03135,0.76,0.75,A
8e5f938b-d7ff-4428-a099-0acadf62424b,P03136,0.71,0.73,C
48fb7550-20ef-4cc4-888e-5a2f2569202d,P03137,0.79,0.85,A+
b1b862a7-e299-4178-9be9-d55b26fd2ec9,P03138,0.93,0.76,B+
f55447ae-50c9-40e4-a62c-9ac04b996b38,P03139,0.83,0.74,B
7ac171bf-7512-4d36-9553-a5aa6ddb0962,P03140,0.75,0.73,C
5b321e02-fa38-40de-ab63-c494af53a45f,P03141,0.74,0.85,B
3f914914-0f9d-484d-92af-0fe99e9a8bde,P03142,0.83,0.81,C
bdee8861-6788-4dff-a391-10ca6d13f489,P03143,0.74,0.86,A
41aed713-82ac-43f8-8a04-839c0cabae69,P03144,0.78,0.87,C
53972f98-1eb4-4752-9f5f-2aed76a2ffc2,P03145,0.92,0.83,B+
c1338d1c-d4e0-4d10-9010-b4baf979bbf6,P03146,0.94,0.89,B
bb689e52-48e5-4f21-adba-108a1f992a8c,P03147,0.95,0.71,A+
b1ee17df-f54a-4f23-93c4-399317c3c70d,P03148,0.73,0.91,B+
c1c1e2cc-4690-4e96-8aa9-8a2122676c51,P03149,0.81,0.71,B+
0c1eac15-2355-40dd-94c6-af872beb2411,P03150,0.76,0.87,C
dd3225cf-bc73-4e48-8c71-349fbb2e8f11,P03151,0.77,0.92,B
8a3d71ef-0983-4ca5-9ef2-ded5d93abd6e,P03152,0.75,0.92,C
0dfc88d9-884e-49a4-b783-8d16a86c8028,P03153,0.81,0.75,B+
c9372d03-6270-4a6d-918f-7a05d2fdc727,P03154,0.85,0.85,A
8fef3791-91df-43e3-a935-dbcaee95934f,P03155,0.79,0.79,B+
6183e41f-c286-41e2-9c74-36673d047765,P03156,0.9,0.81,A+
84149bc7-5549-453f-beb8-0da72b614f13,P03157,0.84,0.74,A
51a42462-cf60-47af-9695-10626c2a72d7,P03158,0.83,0.87,B
52e9f328-2b16-4a57-8b2a-69c79b5e4e35,P03159,0.72,0.72,C
4030152a-6378-4ed2-b9ed-7f66bdd6b9bc,P03160,0.89,0.89,A
8104bd3d-9991-4bfd-b932-b6ffefe20d13,P03161,0.71,0.82,C
63f92c28-3bd3-4a06-8008-b6facb911be0,P03162,0.83,0.79,A+
fe1216a7-32d2-423c-b5e3-4feb49e7f436,P03163,0.72,0.73,A+
56cc3149-796e-46d7-92f2-b3d59aed3800,P03164,0.73,0.92,C
9c0b6738-a3a1-449a-8a8e-f51b786e6175,P03165,0.9,0.77,B
a07ae454-b3cb-4d21-8451-0d58035a7ae2,P03166,0.89,0.89,B+
848888a7-ba05-4a2e-a9c7-8d84075f2a91,P03167,0.89,0.85,A
ed458475-87ea-4c64-8ee6-ce1ff31d9f00,P03168,0.84,0.76,B+
76eb1cd7-7553-4448-9db6-81ce7472cbcd,P03169,0.84,0.95,A+
23b7b80c-a8c1-4fd3-be5b-ae76fd23d8df,P03170,0.86,0.84,B+
d075551b-170b-4f2c-8629-8eb15d495096,P03171,0.89,0.7,A
9f1db88c-94a6-4c91-8fa6-0b7f55d104f8,P03172,0.92,0.85,B+
9cbb8cc6-7c55-4e64-89a2-e93afa1e69cb,P03173,0.93,0.77,B+
97f7fb87-5908-4609-8ff5-ed53031bb185,P03174,0.86,0.84,B+
032c1cb2-4433-4834-bda6-4b3d9e27aa4c,P03175,0.83,0.91,C
e5995079-44cd-46d4-8fcd-91d3aa4da6a8,P03176,0.79,0.8,A+
712c776a-e427-4751-b34c-bf7bc264ac2a,P03177,0.7,0.76,C
95e53741-a2fe-449e-ae73-776e0c341e1f,P03178,0.79,0.92,A+
085b061b-c63f-4bd5-be04-1ea5057a4f82,P03179,0.8,0.9,A+
44482096-6b93-4bf0-ad8f-91252c93b9a9,P03180,0.93,0.83,A
36db5f7e-396d-42d3-ac71-7c27367d6d67,P03181,0.89,0.93,B+
84171858-da11-49df-8fa9-430778d9af3e,P03182,0.89,0.74,A+
d634411e-ce6f-4ab0-84fd-7772a4841b52,P03183,0.78,0.73,B+
d5112c5c-343f-4fc4-9c0d-9023dda58b16,P03184,0.76,0.91,B+
3e21fb82-7fdb-44a5-a027-6df5a18c8184,P03185,0.86,0.79,A
c6716420-3512-4fe1-9937-ff721458b888,P03186,0.83,0.94,A+
96a6b6b8-d97a-4cba-bcab-917b852b9b87,P03187,0.77,0.8,A+
477553b5-7357-414e-8cf9-460ef78c1b03,P03188,0.81,0.87,A
4e361b96-6842-4c27-9d15-3030ae8f1329,P03189,0.93,0.9,A
62564ded-33bd-432a-8cb2-936c1e55fc88,P03190,0.84,0.73,C
0304c79d-9103-4e4e-99e8-d9b467b7832e,P03191,0.76,0.81,A
6b3272f4-add1-4440-8e21-84297a8442cd,P03192,0.72,0.71,A+
5054450a-8840-4896-a0d7-8968351fe5f3,P03193,0.71,0.87,A+
c5ecde8b-0d33-47a5-a443-a7437167026f,P03194,0.79,0.88,A
3757d0f9-b01c-4727-a130-7f21ef3f109e,P03195,0.87,0.75,C
b4846abe-d57b-4f14-87fc-d09fd93e0da6,P03196,0.94,0.77,C
e6bd2ceb-758d-4922-9d17-dc803ab63d62,P03197,0.92,0.82,B
4cb629c9-2c6d-4c48-88c5-d8a0a9bfc2e5,P03198,0.84,0.93,B
32d65d7d-1dfa-464d-890d-92dd4603ef6d,P03199,0.78,0.85,A+
b5d98a48-7082-455c-bc0e-7ec2f1ae9a42,P03200,0.95,0.84,B+
4d81f95f-141f-4b79-922f-bebf0062a408,P03201,0.8,0.74,A
86383238-4fab-4af9-859b-4335636aa702,P03202,0.84,0.91,C
984948ca-d58d-4c96-9eaf-4855ac81b842,P03203,0.9,0.89,B+
f97cb656-f991-49dc-9ff0-46bb49ad3728,P03204,0.8,0.9,B+
cc11ad8d-c8ee-4713-9d71-3a2a333e04da,P03205,0.77,0.84,B
e8be293e-2e82-43d9-83d4-35d80d0bebff,P03206,0.74,0.93,A+
f3ed1b2a-fa9c-4503-a009-5ebb0e04b4fc,P03207,0.94,0.8,B
603e3799-7797-44ee-968c-f55a8abaebc6,P03208,0.89,0.75,B
da5c8d99-61c2-4da1-a28a-234a5fa32e03,P03209,0.81,0.88,B+
f0e2066f-e0c8-4747-9d03-0eedb1e03cdf,P03210,0.79,0.81,A
2532d33f-8d92-4ac1-9654-20d081a8f0b7,P03211,0.73,0.8,A+
a7aa9137-91f8-4f04-98b5-9b96f1e624de,P03212,0.74,0.94,A
24a31e5b-e0dd-42ca-9a4b-f9242d188095,P03213,0.82,0.75,C
1384a5f7-fa76-4bec-b3ee-37a22787b429,P03214,0.86,0.85,A+
b53367f8-66a1-415b-87ef-1c49fe2a2a69,P03215,0.9,0.78,A+
a2fe5e2b-d705-4dd4-b642-2c1d88de6141,P03216,0.91,0.87,A
19ab66e8-e213-4869-962c-2a94012f3e77,P03217,0.94,0.86,C
8f1f9f7a-dd3e-46f0-9385-b1d85a342064,P03218,0.8,0.73,A
8436f16f-8529-4be8-9239-9f8d912e920c,P03219,0.88,0.89,B+
87dce1f7-9f3b-4843-87b1-fdd1f44e4508,P03220,0.88,0.8,A
90f98351-d6c0-424a-9bca-a97e95528f68,P03221,0.74,0.83,A+
4334e14b-baff-4ec3-ac7f-ff96aca44481,P03222,0.93,0.77,A+
5dff324b-5965-4844-a2fc-54ee8d9f37ac,P03223,0.74,0.77,B
ee98a6aa-7ece-4a55-849a-8d1ab719f485,P03224,0.89,0.94,B
9ae75018-fc92-4310-833c-3a387510bc2d,P03225,0.78,0.72,B+
f113bd2f-42ae-4c58-acd6-9e982136a6f4,P03226,0.81,0.81,C
d99ec383-6213-45d2-b5e3-797b6b6f9704,P03227,0.79,0.88,A+
24050273-1c12-4f1b-b12e-a48fefa042a1,P03228,0.87,0.72,A
3426f964-71d6-4f6a-be97-756b5cc05b9d,P03229,0.9,0.93,B+
fe97ced6-074c-4a3e-ba32-49af416958de,P03230,0.84,0.75,B
b6bbefae-d578-4710-9685-e170093ccdae,P03231,0.86,0.82,A+
2a224f69-dfd7-4caa-9b0f-3ec12ed8935f,P03232,0.89,0.78,A
98960093-08fd-4215-a9b6-a1b9d338101f,P03233,0.72,0.83,C
1e56bded-84a5-4b8b-9e5a-552daeb7c467,P03234,0.71,0.73,A
e01d71f6-0201-4beb-bd36-81fdbc129108,P03235,0.9,0.94,A+
c5bfa29a-35fa-422b-8164-962b5538cf4a,P03236,0.71,0.95,C
858e8456-a6dc-4e15-96b8-dda2d98e6fc7,P03237,0.86,0.76,B
1a720810-bb63-4e1a-b0a7-c92a08ade8c3,P03238,0.73,0.78,A+
12a14596-fe41-4c54-a21b-c681f2d814d4,P03239,0.73,0.86,A+
76ab7fc5-4981-48f7-b3a5-7586e23c213f,P03240,0.94,0.88,A+
43030c75-758e-4a21-9ee8-459338547cb1,P03241,0.91,0.77,A+
a2feb524-05a2-46a7-bd62-849899d74e29,P03242,0.87,0.89,C
84dfe43e-6f7c-4732-a4c7-67222fe950c0,P03243,0.87,0.81,A+
3ecddf31-fb08-41ce-91eb-39d04613671f,P03244,0.82,0.81,B
f8bc39c4-7a70-419f-89d5-2d48bdc7c926,P03245,0.85,0.73,B
edf02567-e135-4841-b829-401e37da63c2,P03246,0.92,0.77,A+
2eba0ede-31c5-49f8-86eb-4bc85625c507,P03247,0.91,0.87,B
b08c0074-ce5d-4a24-a2b4-328b306bb378,P03248,0.72,0.83,B+
c3fea1a6-e790-4771-bccc-7bb2df7aaa72,P03249,0.78,0.92,C
351945c1-2c4d-49ac-8910-f22993dd0316,P03250,0.73,0.84,B+
b1fc12b9-6077-41b3-95cc-4964e03d4cfa,P03251,0.8,0.78,B+
14d6f528-1745-4d6e-95b4-31430026d408,P03252,0.77,0.86,A+
2452c9df-0132-46da-ac86-75c7d26baa14,P03253,0.8,0.75,A+
7ee96c42-8bda-4d68-9702-445bdb335409,P03254,0.72,0.83,B+
9d3f0823-8a65-48dc-91f8-6bf98885a35e,P03255,0.94,0.84,B
fdb4e54b-8f90-4bf6-8d45-c38e7f5cba3a,P03256,0.85,0.71,A+
7e90029a-6538-4b71-9be2-28842cb31008,P03257,0.74,0.75,A
236c8ff1-eb0e-4bef-bd6b-31a80cb8a1f1,P03258,0.72,0.89,B+
65090418-e06e-4303-b4da-7a33c3f2f71d,P03259,0.89,0.75,A+
3348008f-299d-471c-bb70-79a5b7086fe6,P03260,0.8,0.9,B
3454b6ab-09fc-44b8-82f3-7477a2ee06c4,P03261,0.8,0.89,C
231aae34-0328-4598-a6db-d29761f9caf8,P03262,0.75,0.91,B
92f1afbc-ca64-4071-ae69-cc9f4000cc1b,P03263,0.85,0.77,B
06f06a89-d068-4578-a970-77dd1344345c,P03264,0.84,0.73,C
a03963e0-4fc0-4cc8-83af-c7bfbecc2ec5,P03265,0.93,0.73,A
fb44bc79-1dba-464e-a272-ff21743dc496,P03266,0.76,0.73,A
4f588c4e-3924-40a1-882f-95b8497c03ce,P03267,0.82,0.73,A
387c35a2-6416-49ce-a160-4a5b1cdbfddb,P03268,0.9,0.9,A
0fcd02f9-9ab2-48ce-8e21-084bc9a51dd4,P03269,0.86,0.71,C
4af892a9-8736-4a6e-926d-ac01968b5e7c,P03270,0.75,0.76,B+
3fe47859-e23b-4610-9f74-2dc40a6e3656,P03271,0.86,0.93,B
37d7e18f-e244-40ac-bf8f-a5102446aea2,P03272,0.91,0.85,B+
a564b91c-085f-413a-b85c-da4b771dbaf5,P03273,0.86,0.82,C
f8579515-f50a-4850-a568-2c29129fa633,P03274,0.87,0.8,B
7801d357-5bfb-4737-915a-ca956c5a249d,P03275,0.74,0.71,B+
b0861692-490b-4ab8-bc5c-07e4ebd67956,P03276,0.85,0.8,A
be7b35df-48a0-4781-88d3-5855b02d37fb,P03277,0.86,0.83,B+
a8a41fee-dc2d-42d0-8078-d96f27804ad9,P03278,0.72,0.92,C
54db49d6-5be8-4e4d-802e-44cbf26660ae,P03279,0.77,0.75,C
ce3059e4-2ac0-4694-b98a-621411fc87e1,P03280,0.81,0.77,B+
a8a1bb89-2987-4712-b9fd-dd2685add422,P03281,0.85,0.9,B
a5e95794-44ca-4415-8985-213016788c03,P03282,0.72,0.86,A+
d7cd28c4-89ec-4b28-8437-c0072772986a,P03283,0.76,0.77,A+
22808a4e-aab3-4212-b0d1-f2b7c74777f6,P03284,0.81,0.9,B
1a1cb2ad-01c3-43b6-97cb-8223fcd294de,P03285,0.82,0.83,C
732d2c22-7247-4877-96f3-9e33e75d8b41,P03286,0.86,0.95,A
d6f3dc68-f18a-4b74-97ee-198c53cdc70b,P03287,0.89,0.85,A
a57dc0bd-13de-4b79-9885-9e23e9a40fd7,P03288,0.92,0.8,A
f51e45b7-4492-4bc6-95aa-84dec0b27c6c,P03289,0.71,0.89,B
0aaebff0-12a1-423b-a96b-c2e5ef4dbd22,P03290,0.73,0.76,C
c51ac67c-ed95-4ab3-b666-63c57a7cb562,P03291,0.91,0.74,A
9f7ab913-20eb-4e1e-b757-0f882bc4ff65,P03292,0.8,0.74,B
2c30495c-44ba-4dbc-9345-41dd7af857b4,P03293,0.82,0.8,A
5b61e507-4a84-4f09-87bd-ddd86904fca6,P03294,0.81,0.92,C
1e59ee25-8fbc-4b3d-8851-c0f7818590d2,P03295,0.81,0.89,B
e719d7b5-d8c1-4383-8965-a8a9c2617c47,P03296,0.83,0.88,B
7fd4b102-82f0-4bed-82f0-ef60b1d4f4fb,P03297,0.93,0.87,A+
4f50932a-11b4-49d3-a799-70088bfa32ad,P03298,0.7,0.74,A
34ff5a1c-f337-47ad-bf22-41a2fcc3ecd8,P03299,0.82,0.91,C
a68f9d07-481b-458e-a143-7c4bffe14bd5,P03300,0.9,0.88,C
a0cdd180-d980-420d-af72-42e737a2d812,P03301,0.84,0.76,C
b55d19f7-3ed2-482a-9300-4859e417814e,P03302,0.73,0.77,C
1d9a4b43-b453-4d0e-97c7-78532a0728ac,P03303,0.71,0.72,A
9a518c7b-b967-4ef2-93c2-c5a9925f3012,P03304,0.88,0.75,C
304ab289-21b1-47de-adeb-06cc24b83a89,P03305,0.71,0.77,B+
d78cb64c-0bc9-45cc-8172-e801fdcba9c2,P03306,0.85,0.8,A
815e55e7-5cab-4ae8-9207-d31820e3ed08,P03307,0.81,0.85,B+
2b705ff6-7c5b-45d5-b255-d8ce7400ef97,P03308,0.92,0.77,A
7c5adbe7-4e00-49cf-928a-bb76e13895e1,P03309,0.78,0.88,A+
f8c14019-f297-48e0-9a2f-1efba804ca80,P03310,0.86,0.92,C
362286b6-f31e-4547-8b30-151c2f6ce18e,P03311,0.89,0.72,B+
0113fb23-a400-4bcc-967b-7ffb7b0fe66b,P03312,0.82,0.94,B+
29b03fcc-bc3d-435a-a6db-e6e6c60fdb0d,P03313,0.92,0.88,A
9038ff4f-4a62-4487-b0ba-cdfa98f1e164,P03314,0.88,0.77,C
c6026ed7-3048-484c-84f4-79d210a3ccfe,P03315,0.89,0.76,B+
1425daad-589f-4e93-9fc0-7ad62d515747,P03316,0.73,0.85,C
157795f5-f2a9-4bd6-a9c6-10da73cdb79d,P03317,0.87,0.89,A
e74f7779-aa8f-4355-85ad-789f3beadf75,P03318,0.7,0.9,B+
aa60255c-7ffb-47aa-860f-d08ba4f45358,P03319,0.8,0.74,A
e361884c-739e-44b3-888a-f679828140b7,P03320,0.75,0.78,C
3446dd02-631a-4ff7-98f1-64986749f933,P03321,0.77,0.89,A+
ec132ec3-1bff-4d63-bc0f-203843f85451,P03322,0.73,0.85,A+
85d39da1-ef74-4fc5-ba69-694ea86a37ed,P03323,0.81,0.73,B
f39e2a96-e134-4bfc-bfcb-5148d25349ac,P03324,0.72,0.89,C
1ef3c6d0-26f2-4065-9627-f6fbc9658c1c,P03325,0.76,0.75,A+
f10b4d91-f245-45d3-bee0-73e32eb3d470,P03326,0.89,0.75,C
726ac964-0613-42bc-acea-e8dfa80f35fa,P03327,0.87,0.71,C
f8fddd84-d2fc-4e48-93fc-3586fed90bf1,P03328,0.77,0.87,B
865051a5-90e9-40f4-bf5f-d657a9435504,P03329,0.92,0.71,B+
e7437a2f-d579-4395-b480-0c6335ae45e8,P03330,0.89,0.83,A
c18f5869-fc8a-4056-a91d-bf61857f1068,P03331,0.91,0.91,B
1b11f7cd-9403-4082-953d-eec1ecd5050e,P03332,0.81,0.86,C
b6ed0265-8e0a-4e85-82a7-83c211025959,P03333,0.94,0.94,A
0cf8119d-002e-4a46-a5fb-1cdfea8549ea,P03334,0.77,0.92,B+
6c2b45f6-18f7-4cbf-89d4-cac00a9ce9c2,P03335,0.92,0.87,B
99a96963-a216-457b-8127-4f7804de0554,P03336,0.78,0.81,B+
085ad9c1-9c34-464f-ae9e-dc1a9b68f739,P03337,0.71,0.76,A+
180c8820-c5b6-487e-89bf-26d6fd37ea49,P03338,0.94,0.8,C
58446561-bd53-4cb0-8a9d-8a32352508b3,P03339,0.94,0.93,C
38a5b041-ede9-4679-907d-1803c78b27bf,P03340,0.78,0.7,A+
c57ffa47-3e84-4bf1-9efc-a7072f116657,P03341,0.73,0.76,B
9aeb4b2c-81b4-4ce2-897e-3775ab4fd2c2,P03342,0.81,0.79,C
de7e4f8e-8348-4bf6-af85-78ffac5ecfa6,P03343,0.72,0.87,C
b5c55be2-1b26-46d2-8a39-78b55fa08264,P03344,0.85,0.72,B+
10badfd6-bf8a-4263-9a12-08d34850aa59,P03345,0.75,0.77,C
1b5b6eef-0d3c-4d9b-8221-cea835949783,P03346,0.86,0.73,A
c757f23c-7f70-472a-8488-6cb7e7fed432,P03347,0.8,0.77,B+
41cdcb6a-ee2c-462d-b92a-e9a68b734e2e,P03348,0.88,0.83,B+
6e098660-70e5-4ee8-bb50-552bfe94658b,P03349,0.83,0.73,A
5ceb5cff-a404-4e6c-b092-e735f141ea5f,P03350,0.71,0.88,A
09857c04-86b8-49bd-a729-056f3d9417cf,P03351,0.77,0.85,C
fc87e557-c98a-4ba4-a13e-aa53a91e6d38,P03352,0.71,0.84,C
d6bab7b5-4706-460b-a794-89d92a1d0590,P03353,0.76,0.94,B+
f4a7f537-a832-4898-bd04-3e23a24a73af,P03354,0.92,0.8,B
d27cb3eb-b8dd-4f39-9888-f1be5a9dfd06,P03355,0.78,0.73,A
5d80a850-2a6a-49af-a787-ebf805d29918,P03356,0.92,0.87,B+
0a0b82c5-63c5-46a2-ac06-aca1f561bdb8,P03357,0.7,0.85,C
df25a127-1c46-4475-b6bb-2ee3910da8f2,P03358,0.74,0.93,C
dda31f19-618c-48e2-893b-29388d545018,P03359,0.7,0.92,C
5cbe92ee-61c8-44e7-866b-3e8535e9817b,P03360,0.76,0.82,B+
670fbacc-7eea-46c2-b833-e8819d32361b,P03361,0.92,0.85,A+
27202fdd-6650-47c3-9ba7-a6f6049e66bf,P03362,0.83,0.92,B
9cc14e0d-b94d-4e74-b94b-75b0391baace,P03363,0.94,0.9,B
87b5fbda-f59f-499b-ba03-d3f523e29330,P03364,0.77,0.93,A+
cea70637-aa02-4008-bfea-705a88a17229,P03365,0.73,0.93,A
ca73eb42-fc5d-4292-957c-8dcd0368b02e,P03366,0.82,0.84,A
6bc6dac7-7332-4b6e-80a4-6a149ea1b8e8,P03367,0.77,0.82,B
7b2338d1-4959-446b-9ab2-305a75fca496,P03368,0.78,0.74,A
b3a70f54-3690-4e45-a010-52d0b5a8cba1,P03369,0.85,0.88,A+
637b6042-cf6b-4353-b215-189e2b650c17,P03370,0.91,0.75,B
c0f4ce3a-febc-4f6e-9193-81cbe087ddd4,P03371,0.83,0.86,B+
fdbaabd9-0ebf-4b24-884e-9a69a1238301,P03372,0.81,0.81,B
bdd6ee10-1a28-4905-925b-3537fd8b17d8,P03373,0.78,0.76,A
d9c550b8-8471-46cd-aae9-4ae768aa9471,P03374,0.92,0.82,B
68165283-dc8a-4a5f-8895-84b4136d39b6,P03375,0.93,0.84,B+
3b26382d-22c6-4ec0-a6ec-eb27f7941e21,P03376,0.9,0.88,A+
c4efe1d5-deb1-4fd0-b8ad-f99c97d991a2,P03377,0.76,0.89,A
d16ca8e6-7fff-4ed7-b971-a9a29272b784,P03378,0.86,0.78,B+
89d1cb9f-6fbf-4814-9df7-f9fb4a891751,P03379,0.83,0.71,A+
b6813d72-0578-4b9c-8d4a-513b9185a43e,P03380,0.75,0.8,B
e55ab643-ff37-4942-b9a7-470bd02b8c0d,P03381,0.83,0.94,B
83b11e7e-4d92-451a-8181-0459e8c8c6aa,P03382,0.93,0.89,A+
e775d5fc-5c99-4d40-b028-ebcdb1d25ea2,P03383,0.76,0.86,B+
