Project ID,Name,Sector,Location,Status,Budget (USD)
P01677,Project_974E0W,Sustainable Agriculture,"California, US",Ongoing,3992898
P01678,Project_7U0JER,Urban Development,"Tokyo, Japan",Ongoing,7515504
P01679,Project_LJXPSQ,Water Management,"California, US",Ongoing,5244257
P01680,Project_6HAKPI,Sustainable Agriculture,"Tokyo, Japan",Ongoing,2879465
P01681,Project_24OTI5,Urban Development,"Cape Town, South Africa",Proposed,5907602
P01682,Project_0NESB1,Sustainable Agriculture,"California, US",Ongoing,2247191
P01683,Project_R0E6P2,Renewable Energy,"Tokyo, Japan",Proposed,7245337
P01684,Project_5R9CW6,Sustainable Agriculture,"Scotland, UK",Completed,5857386
P01685,Project_SFFIBK,Water Management,"Delhi, India",Ongoing,8848022
P01686,Project_NWHY3C,Water Management,"California, US",Proposed,1983633
P01687,Project_YYRE7U,Sustainable Agriculture,"Tokyo, Japan",Completed,3469626
P01688,Project_9WVI1U,Urban Development,"Tokyo, Japan",Completed,5402603
P01689,Project_MYCTYY,Water Management,"California, US",Completed,4564720
P01690,Project_TEKEKZ,Water Management,"Delhi, India",Ongoing,5911625
P01691,Project_I7R80O,Urban Development,"Cape Town, South Africa",Proposed,1510263
P01692,Project_N5IIEG,Renewable Energy,"Scotland, UK",Completed,1764055
P01693,Project_GVDFE7,Water Management,"Cape Town, South Africa",Proposed,2785987
P01694,Project_3XS3P0,Sustainable Agriculture,"Delhi, India",Completed,3340249
P01695,Project_HIOAPR,Renewable Energy,"Cape Town, South Africa",Proposed,2828332
P01696,Project_XS88UQ,Urban Development,"Delhi, India",Ongoing,1721098
P01697,Project_528YNH,Water Management,"California, US",Ongoing,1248365
P01698,Project_3RFM24,Sustainable Agriculture,"California, US",Completed,7569356
P01699,Project_SELBZO,Sustainable Agriculture,"Delhi, India",Completed,1985391
P01700,Project_4OPLEJ,Renewable Energy,"Cape Town, South Africa",Ongoing,7263596
P01701,Project_1B3HVE,Renewable Energy,"Tokyo, Japan",Ongoing,2561439
P01702,Project_5D6TQP,Renewable Energy,"California, US",Ongoing,2926068
P01703,Project_DQNDYI,Water Management,"Scotland, UK",Ongoing,6768187
P01704,Project_UECPMT,Renewable Energy,"Cape Town, South Africa",Completed,6568576
P01705,Project_7TZZR7,Urban Development,"Delhi, India",Proposed,4821046
P01706,Project_LC5PJT,Sustainable Agriculture,"Delhi, India",Completed,7805658
P01707,Project_CLORSU,Water Management,"Scotland, UK",Ongoing,2549780
P01708,Project_TJFEFB,Urban Development,"Scotland, UK",Completed,1273864
P01709,Project_K8EPXF,Urban Development,"Scotland, UK",Ongoing,5540794
P01710,Project_4MRS2H,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,7231685
P01711,Project_YZPQ7V,Renewable Energy,"Delhi, India",Completed,4114479
P01712,Project_VHOT3Q,Urban Development,"Scotland, UK",Completed,8298323
P01713,Project_PDONLC,Renewable Energy,"California, US",Ongoing,2675041
P01714,Project_GZ529O,Water Management,"Delhi, India",Proposed,7058146
P01715,Project_Z54Z7Y,Water Management,"Scotland, UK",Ongoing,7946312
P01716,Project_9F2MK2,Water Management,"Delhi, India",Ongoing,7556656
P01717,Project_UN7HQT,Water Management,"Delhi, India",Ongoing,1530491
P01718,Project_JR69A4,Urban Development,"California, US",Completed,2854823
P01719,Project_UF5JAK,Sustainable Agriculture,"Delhi, India",Proposed,1779983
P01720,Project_88UHXL,Renewable Energy,"Cape Town, South Africa",Completed,2934913
P01721,Project_YMI9RN,Water Management,"Tokyo, Japan",Ongoing,7971617
P01722,Project_WQIF5J,Urban Development,"California, US",Completed,2412585
P01723,Project_Q25N5L,Renewable Energy,"Tokyo, Japan",Completed,4763075
P01724,Project_8RHBD5,Urban Development,"Cape Town, South Africa",Ongoing,6722035
P01725,Project_TSME3G,Water Management,"Delhi, India",Proposed,6094959
P01726,Project_HR9CMI,Urban Development,"California, US",Completed,6516998
P01727,Project_G3O86D,Urban Development,"Cape Town, South Africa",Ongoing,4584482
P01728,Project_8N3A7M,Urban Development,"Delhi, India",Proposed,7555908
P01729,Project_UODACL,Renewable Energy,"Delhi, India",Proposed,5527166
P01730,Project_N1BGRD,Sustainable Agriculture,"Cape Town, South Africa",Completed,1657254
P01731,Project_L83DCO,Renewable Energy,"California, US",Completed,9218284
P01732,Project_99GD0L,Water Management,"California, US",Proposed,3614876
P01733,Project_VLITVS,Sustainable Agriculture,"Scotland, UK",Proposed,9236787
P01734,Project_7EGY68,Renewable Energy,"Scotland, UK",Ongoing,7197090
P01735,Project_TOA8HE,Water Management,"Cape Town, South Africa",Completed,2333256
P01736,Project_4I1YM1,Water Management,"Cape Town, South Africa",Proposed,9338155
P01737,Project_BW8JDL,Urban Development,"Scotland, UK",Completed,6975865
P01738,Project_Y6T7TK,Water Management,"Delhi, India",Completed,7323522
P01739,Project_KNFSB2,Renewable Energy,"Tokyo, Japan",Ongoing,5217542
P01740,Project_676XNO,Sustainable Agriculture,"Tokyo, Japan",Proposed,8284553
P01741,Project_H4LRFW,Renewable Energy,"California, US",Ongoing,5445658
P01742,Project_4XKO3P,Sustainable Agriculture,"Scotland, UK",Completed,6247431
P01743,Project_ZSPLXL,Renewable Energy,"Cape Town, South Africa",Completed,3179245
P01744,Project_EDHNA4,Sustainable Agriculture,"Delhi, India",Completed,1767049
P01745,Project_NJJ1DV,Water Management,"California, US",Ongoing,9382346
P01746,Project_A8PT3N,Renewable Energy,"Scotland, UK",Ongoing,1871804
P01747,Project_S6IFRG,Urban Development,"California, US",Completed,4053680
P01748,Project_RZ47F3,Renewable Energy,"Scotland, UK",Completed,1432610
P01749,Project_BRFX7L,Urban Development,"Tokyo, Japan",Proposed,1775021
P01750,Project_H0ARHO,Water Management,"Tokyo, Japan",Ongoing,1233798
P01751,Project_YAAYM4,Water Management,"Tokyo, Japan",Proposed,5925253
P01752,Project_SXDPY5,Renewable Energy,"Scotland, UK",Ongoing,7353555
P01753,Project_HYXCW8,Sustainable Agriculture,"Scotland, UK",Completed,5350714
P01754,Project_ZGTUZX,Urban Development,"Cape Town, South Africa",Ongoing,8820909
P01755,Project_Y80K2W,Sustainable Agriculture,"Delhi, India",Ongoing,3262063
P01756,Project_66W6LZ,Urban Development,"Delhi, India",Proposed,6516495
P01757,Project_BKT5GG,Renewable Energy,"California, US",Proposed,7357837
P01758,Project_YNOB72,Water Management,"Tokyo, Japan",Completed,9956735
P01759,Project_A7C216,Water Management,"Tokyo, Japan",Completed,5462224
P01760,Project_YU2HXQ,Water Management,"Scotland, UK",Completed,5628544
P01761,Project_D7TGNU,Urban Development,"Tokyo, Japan",Ongoing,7615256
P01762,Project_SVUTRC,Water Management,"Cape Town, South Africa",Ongoing,8725947
P01763,Project_F0RSR1,Water Management,"California, US",Ongoing,3434039
P01764,Project_FH4RU6,Renewable Energy,"Delhi, India",Proposed,4781782
P01765,Project_GLV6EU,Urban Development,"Scotland, UK",Completed,4555689
P01766,Project_RJT8TA,Water Management,"Delhi, India",Proposed,4245570
P01767,Project_9NGYFC,Sustainable Agriculture,"Cape Town, South Africa",Proposed,6214972
P01768,Project_0MUV1W,Renewable Energy,"Tokyo, Japan",Proposed,2608219
P01769,Project_OO00NC,Renewable Energy,"Cape Town, South Africa",Completed,4908821
P01770,Project_S4D8GW,Sustainable Agriculture,"California, US",Completed,3557202
P01771,Project_8588IE,Water Management,"Delhi, India",Ongoing,7968809
P01772,Project_931V6X,Urban Development,"Delhi, India",Ongoing,3560032
P01773,Project_3QAIR4,Urban Development,"Tokyo, Japan",Proposed,1628475
P01774,Project_IJUUXO,Sustainable Agriculture,"California, US",Completed,8770702
P01775,Project_IWWLYE,Urban Development,"Tokyo, Japan",Proposed,7598944
P01776,Project_HA8R4L,Renewable Energy,"Delhi, India",Completed,6115918
P01777,Project_JXH1LA,Urban Development,"Cape Town, South Africa",Completed,4985847
P01778,Project_WDPS2Q,Water Management,"California, US",Ongoing,2140147
P01779,Project_D3S7XV,Water Management,"Scotland, UK",Ongoing,1247303
P01780,Project_DJ3X4B,Sustainable Agriculture,"Tokyo, Japan",Ongoing,7134258
P01781,Project_A8OKTE,Renewable Energy,"Cape Town, South Africa",Completed,3767298
P01782,Project_E7ZJMR,Urban Development,"Cape Town, South Africa",Completed,2263020
P01783,Project_MLZLT8,Water Management,"California, US",Completed,3094828
P01784,Project_CHNK7N,Renewable Energy,"California, US",Completed,7078686
P01785,Project_OX1AQD,Renewable Energy,"California, US",Completed,3178847
P01786,Project_3RWU3F,Renewable Energy,"Delhi, India",Completed,2235179
P01787,Project_3Q31X0,Renewable Energy,"Tokyo, Japan",Completed,8979044
P01788,Project_6HGS66,Renewable Energy,"Scotland, UK",Ongoing,1944240
P01789,Project_PRVMTW,Water Management,"Scotland, UK",Completed,3413907
P01790,Project_ZG4W3Z,Renewable Energy,"Tokyo, Japan",Ongoing,6116861
P01791,Project_VJTUFI,Water Management,"Tokyo, Japan",Proposed,3165738
P01792,Project_JSAANE,Sustainable Agriculture,"Scotland, UK",Completed,3492387
P01793,Project_5R3GNF,Water Management,"Delhi, India",Ongoing,1089532
P01794,Project_7GWM5W,Renewable Energy,"Cape Town, South Africa",Completed,4839481
P01795,Project_L1CY0T,Sustainable Agriculture,"Delhi, India",Ongoing,5742212
P01796,Project_8V5K5Z,Water Management,"California, US",Ongoing,8961629
P01797,Project_AT22BY,Urban Development,"Cape Town, South Africa",Proposed,4767078
P01798,Project_IGUQF8,Renewable Energy,"Tokyo, Japan",Ongoing,2799548
P01799,Project_U3W5MR,Sustainable Agriculture,"Scotland, UK",Proposed,4015061
P01800,Project_DK812Z,Water Management,"Tokyo, Japan",Completed,1444598
P01801,Project_YYIBP5,Sustainable Agriculture,"Scotland, UK",Ongoing,5628175
P01802,Project_LKUSHA,Urban Development,"Tokyo, Japan",Proposed,2049251
P01803,Project_WOQJS1,Renewable Energy,"Scotland, UK",Proposed,2943044
P01804,Project_ZURVMS,Urban Development,"Scotland, UK",Proposed,1275249
P01805,Project_8FVI9K,Water Management,"Cape Town, South Africa",Proposed,2145856
P01806,Project_B8TE46,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,1223675
P01807,Project_ESVZ4N,Renewable Energy,"Delhi, India",Proposed,8915715
P01808,Project_NUDBXU,Water Management,"Tokyo, Japan",Completed,4964345
P01809,Project_2BONHA,Sustainable Agriculture,"Scotland, UK",Ongoing,7743514
P01810,Project_TKH1T6,Urban Development,"California, US",Completed,4932718
P01811,Project_BX5PIN,Urban Development,"Delhi, India",Ongoing,2933393
P01812,Project_2194T9,Urban Development,"Scotland, UK",Proposed,6990144
P01813,Project_XUVPD0,Water Management,"Scotland, UK",Ongoing,7142199
P01814,Project_PCPUBC,Water Management,"Tokyo, Japan",Proposed,8388168
P01815,Project_QJYO08,Renewable Energy,"California, US",Completed,8369339
P01816,Project_OXQDBO,Urban Development,"Scotland, UK",Proposed,7927434
P01817,Project_FK50B6,Urban Development,"Delhi, India",Proposed,8890575
P01818,Project_61KEIS,Urban Development,"Cape Town, South Africa",Ongoing,2470105
P01819,Project_GSTB4H,Renewable Energy,"Scotland, UK",Ongoing,9560722
P01820,Project_OWAA7E,Sustainable Agriculture,"Tokyo, Japan",Ongoing,6188277
P01821,Project_JAVNQW,Renewable Energy,"California, US",Ongoing,1601442
P01822,Project_6706VJ,Urban Development,"Tokyo, Japan",Completed,1807090
P01823,Project_D80HE8,Water Management,"Delhi, India",Ongoing,3578876
P01824,Project_3VUFOL,Sustainable Agriculture,"Scotland, UK",Ongoing,7049121
P01825,Project_F0O70B,Water Management,"California, US",Proposed,7722058
P01826,Project_WQTH7L,Water Management,"Scotland, UK",Proposed,1494600
P01827,Project_SLNBQT,Renewable Energy,"Scotland, UK",Ongoing,3149484
P01828,Project_5RR9SI,Water Management,"Scotland, UK",Completed,3611331
P01829,Project_TDCC7F,Urban Development,"Delhi, India",Completed,6764213
P01830,Project_0IHS7A,Urban Development,"Tokyo, Japan",Ongoing,8518625
P01831,Project_E8IY7B,Sustainable Agriculture,"Tokyo, Japan",Proposed,7531647
P01832,Project_WOB64J,Urban Development,"Scotland, UK",Completed,9626119
P01833,Project_63U8OL,Renewable Energy,"Delhi, India",Ongoing,7665074
P01834,Project_0Y0YWL,Urban Development,"Delhi, India",Ongoing,8364473
P01835,Project_PRNP5G,Water Management,"Scotland, UK",Completed,2688008
P01836,Project_1KOLHB,Water Management,"Tokyo, Japan",Ongoing,1047231
P01837,Project_Q3QGRD,Urban Development,"California, US",Proposed,8996651
P01838,Project_6FGG4W,Urban Development,"Scotland, UK",Completed,4428078
P01839,Project_WG7QM4,Renewable Energy,"Cape Town, South Africa",Completed,5072216
P01840,Project_IN65F8,Urban Development,"Tokyo, Japan",Ongoing,4019966
P01841,Project_F4Q1B1,Water Management,"Delhi, India",Ongoing,1924446
P01842,Project_2VVUWM,Sustainable Agriculture,"Delhi, India",Completed,6447392
P01843,Project_B91JWZ,Renewable Energy,"Cape Town, South Africa",Completed,1480478
P01844,Project_OVSV3L,Renewable Energy,"Tokyo, Japan",Completed,6216871
P01845,Project_G126NT,Water Management,"Cape Town, South Africa",Proposed,1799148
P01846,Project_447LPU,Urban Development,"Cape Town, South Africa",Proposed,8218500
P01847,Project_FVSO8J,Urban Development,"Scotland, UK",Ongoing,3256434
P01848,Project_AYML2V,Renewable Energy,"Cape Town, South Africa",Ongoing,1512866
P01849,Project_85ZM18,Sustainable Agriculture,"California, US",Proposed,1033003
P01850,Project_0H6618,Urban Development,"Delhi, India",Completed,4813601
P01851,Project_02H2W5,Water Management,"Scotland, UK",Completed,8514142
P01852,Project_5O3TR2,Renewable Energy,"California, US",Completed,8983232
P01853,Project_RQPP0I,Urban Development,"Delhi, India",Completed,6046546
P01854,Project_UNJI5M,Water Management,"Tokyo, Japan",Ongoing,4658600
P01855,Project_AXRK0A,Sustainable Agriculture,"Delhi, India",Ongoing,4646983
P01856,Project_XAEBFD,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,1326616
P01857,Project_7AJQXE,Water Management,"Tokyo, Japan",Ongoing,5231300
P01858,Project_8NSUNA,Renewable Energy,"Scotland, UK",Completed,8120027
P01859,Project_ON23CI,Urban Development,"Cape Town, South Africa",Proposed,6234484
P01860,Project_GX03VN,Urban Development,"Scotland, UK",Completed,1898706
P01861,Project_U83TSO,Urban Development,"Delhi, India",Completed,8551740
P01862,Project_45T7RU,Renewable Energy,"Scotland, UK",Completed,7497901
P01863,Project_RN9A00,Urban Development,"Tokyo, Japan",Ongoing,3148722
P01864,Project_BJR7SL,Water Management,"California, US",Completed,2608566
P01865,Project_YTGDQT,Sustainable Agriculture,"California, US",Proposed,5417209
P01866,Project_0SBQK7,Urban Development,"Delhi, India",Completed,7816488
P01867,Project_VESYDT,Water Management,"Tokyo, Japan",Completed,1568971
P01868,Project_9NHQ4M,Renewable Energy,"California, US",Proposed,2142376
P01869,Project_1W7538,Sustainable Agriculture,"Delhi, India",Ongoing,7226387
P01870,Project_G48Z8J,Urban Development,"California, US",Ongoing,1647944
P01871,Project_0NFA2K,Urban Development,"Tokyo, Japan",Ongoing,2101165
P01872,Project_E23P8L,Water Management,"Scotland, UK",Proposed,6960752
P01873,Project_T6AEWZ,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,5714709
P01874,Project_C4P60Z,Water Management,"Cape Town, South Africa",Proposed,4412405
P01875,Project_O8IT7Y,Renewable Energy,"Tokyo, Japan",Completed,2558454
P01876,Project_DPDP4I,Renewable Energy,"Scotland, UK",Ongoing,4961947
P01877,Project_H7KHYU,Urban Development,"Scotland, UK",Ongoing,2670093
P01878,Project_0EA4GO,Sustainable Agriculture,"California, US",Ongoing,2602806
P01879,Project_BEKVZ0,Water Management,"Tokyo, Japan",Proposed,1809164
P01880,Project_C2CXXN,Water Management,"Tokyo, Japan",Ongoing,6854234
P01881,Project_OVJ8A4,Sustainable Agriculture,"Scotland, UK",Completed,4833537
P01882,Project_NJAROK,Water Management,"California, US",Completed,1344847
P01883,Project_U5VXD4,Urban Development,"Tokyo, Japan",Ongoing,1260648
P01884,Project_19TQW6,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,5125201
P01885,Project_XP18BH,Renewable Energy,"Delhi, India",Proposed,4817683
P01886,Project_4FLMK2,Water Management,"Cape Town, South Africa",Completed,4406319
P01887,Project_VSMZ02,Renewable Energy,"Scotland, UK",Ongoing,9680416
P01888,Project_378NZM,Water Management,"California, US",Completed,5724576
P01889,Project_309YLZ,Urban Development,"Scotland, UK",Ongoing,7218597
P01890,Project_0AIE1Y,Water Management,"Delhi, India",Ongoing,8688904
P01891,Project_5X7J0Z,Water Management,"Tokyo, Japan",Proposed,4448018
P01892,Project_8XLMD9,Renewable Energy,"California, US",Proposed,9362463
P01893,Project_CL7Z3H,Urban Development,"Scotland, UK",Completed,1019433
P01894,Project_KIIDB8,Renewable Energy,"Cape Town, South Africa",Proposed,6605034
P01895,Project_CC7WLN,Renewable Energy,"California, US",Ongoing,7796890
P01896,Project_3FH94I,Urban Development,"Cape Town, South Africa",Completed,5893384
P01897,Project_IONM0J,Renewable Energy,"Scotland, UK",Completed,8471366
P01898,Project_MMXJFX,Sustainable Agriculture,"Delhi, India",Proposed,3072401
P01899,Project_1J8Q5U,Sustainable Agriculture,"Delhi, India",Proposed,3551204
P01900,Project_86E8YG,Water Management,"Scotland, UK",Ongoing,2201259
P01901,Project_M4ABC1,Renewable Energy,"California, US",Completed,9871626
P01902,Project_GXRK2U,Sustainable Agriculture,"Scotland, UK",Completed,1980407
P01903,Project_TQTIAV,Sustainable Agriculture,"Scotland, UK",Proposed,6677717
P01904,Project_V14OE2,Renewable Energy,"Tokyo, Japan",Ongoing,2885270
P01905,Project_T9BCUA,Renewable Energy,"Scotland, UK",Completed,8308066
P01906,Project_QNS22C,Renewable Energy,"California, US",Proposed,5168809
P01907,Project_BAJBD5,Renewable Energy,"Delhi, India",Proposed,2382330
P01908,Project_H9T84M,Water Management,"California, US",Completed,6524276
P01909,Project_CBSP5P,Renewable Energy,"Cape Town, South Africa",Ongoing,2441136
P01910,Project_89TRIX,Urban Development,"Delhi, India",Ongoing,5312012
P01911,Project_RH66S9,Renewable Energy,"Tokyo, Japan",Proposed,9710792
P01912,Project_7QTB36,Sustainable Agriculture,"Cape Town, South Africa",Completed,4626056
P01913,Project_CC50QC,Renewable Energy,"Tokyo, Japan",Completed,5915416
P01914,Project_GNYFAF,Renewable Energy,"Tokyo, Japan",Completed,2230026
P01915,Project_ROPB3M,Renewable Energy,"Delhi, India",Ongoing,1613082
P01916,Project_K3OA2G,Sustainable Agriculture,"Cape Town, South Africa",Proposed,8615347
P01917,Project_7EI02X,Sustainable Agriculture,"California, US",Ongoing,7980277
P01918,Project_M4WLSM,Renewable Energy,"Scotland, UK",Proposed,9373105
P01919,Project_51PFIB,Renewable Energy,"Tokyo, Japan",Proposed,5000964
P01920,Project_OH6M50,Urban Development,"Cape Town, South Africa",Proposed,4306466
P01921,Project_JEOCGZ,Water Management,"Cape Town, South Africa",Completed,9772498
P01922,Project_3DSRUY,Urban Development,"Scotland, UK",Ongoing,1282049
P01923,Project_CUUZ80,Renewable Energy,"Delhi, India",Completed,6664231
P01924,Project_ZZAKON,Renewable Energy,"Delhi, India",Proposed,5198489
P01925,Project_0U667M,Sustainable Agriculture,"Tokyo, Japan",Completed,4053471
P01926,Project_1P9G09,Renewable Energy,"Delhi, India",Proposed,4837317
P01927,Project_BA68OC,Renewable Energy,"California, US",Completed,4848148
P01928,Project_ZD5BC6,Sustainable Agriculture,"Delhi, India",Proposed,2938091
P01929,Project_AGJ9LQ,Urban Development,"Tokyo, Japan",Proposed,3538666
P01930,Project_7B5XWA,Urban Development,"Scotland, UK",Completed,4049750
P01931,Project_4EGUPV,Urban Development,"California, US",Ongoing,2432053
P01932,Project_95AQ4U,Urban Development,"Scotland, UK",Ongoing,9593003
P01933,Project_J7PQUV,Urban Development,"Cape Town, South Africa",Ongoing,7700828
P01934,Project_HN9OML,Renewable Energy,"Cape Town, South Africa",Completed,2287419
P01935,Project_VRQJVM,Urban Development,"Delhi, India",Completed,5101374
P01936,Project_LMS8QG,Renewable Energy,"Cape Town, South Africa",Completed,8215656
P01937,Project_PPCJWH,Water Management,"Tokyo, Japan",Completed,1522759
P01938,Project_74GZOY,Renewable Energy,"Tokyo, Japan",Ongoing,3237877
P01939,Project_ZPG1MZ,Urban Development,"Tokyo, Japan",Completed,1307640
P01940,Project_HJ7F17,Sustainable Agriculture,"Delhi, India",Completed,3288980
P01941,Project_ZWGF6B,Urban Development,"Scotland, UK",Completed,3640520
P01942,Project_HIQ0EP,Renewable Energy,"Tokyo, Japan",Completed,4639330
P01943,Project_Y68STL,Urban Development,"Scotland, UK",Completed,4686080
P01944,Project_7NBBR4,Urban Development,"Tokyo, Japan",Completed,4063106
P01945,Project_N4FS66,Sustainable Agriculture,"Delhi, India",Ongoing,7481932
P01946,Project_RNT0Y2,Water Management,"Tokyo, Japan",Ongoing,7093973
P01947,Project_S7QNVL,Urban Development,"Cape Town, South Africa",Completed,7991885
P01948,Project_IL0RUQ,Renewable Energy,"Cape Town, South Africa",Completed,2669781
P01949,Project_VMCW03,Renewable Energy,"Cape Town, South Africa",Proposed,7492196
P01950,Project_N725RO,Water Management,"Cape Town, South Africa",Proposed,1098113
P01951,Project_G3D3DJ,Urban Development,"California, US",Ongoing,2935847
P01952,Project_ZGS5C3,Renewable Energy,"California, US",Proposed,8525094
P01953,Project_LEQAQY,Sustainable Agriculture,"Delhi, India",Completed,7211213
P01954,Project_FQBJGW,Urban Development,"Tokyo, Japan",Proposed,2105006
P01955,Project_YBEHIU,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,3834888
P01956,Project_NWYKSJ,Water Management,"California, US",Ongoing,1986760
P01957,Project_8TU32A,Urban Development,"Scotland, UK",Proposed,8893404
P01958,Project_L8OFDQ,Water Management,"California, US",Ongoing,5302350
P01959,Project_6MGGGS,Water Management,"Delhi, India",Proposed,3025316
P01960,Project_Z94OC4,Water Management,"Delhi, India",Ongoing,7774058
P01961,Project_SG6X5L,Renewable Energy,"California, US",Proposed,5494610
P01962,Project_UG4CCW,Urban Development,"California, US",Proposed,7076799
P01963,Project_OSMQWB,Sustainable Agriculture,"California, US",Ongoing,8319853
P01964,Project_78I9EC,Renewable Energy,"California, US",Ongoing,5931384
P01965,Project_4OR89R,Water Management,"Scotland, UK",Proposed,3844161
P01966,Project_EVCQKL,Urban Development,"Scotland, UK",Proposed,9023504
P01967,Project_QBNY2V,Water Management,"Delhi, India",Proposed,9916109
P01968,Project_EIWDH7,Renewable Energy,"Scotland, UK",Completed,3301996
P01969,Project_H5IDT8,Sustainable Agriculture,"Scotland, UK",Ongoing,6724991
P01970,Project_LOGEHI,Water Management,"Cape Town, South Africa",Proposed,4980163
P01971,Project_1LCWPS,Water Management,"Tokyo, Japan",Ongoing,4637397
P01972,Project_OI04OD,Sustainable Agriculture,"Cape Town, South Africa",Proposed,9932599
P01973,Project_VO4FBW,Urban Development,"California, US",Completed,7643128
P01974,Project_HMKVIQ,Sustainable Agriculture,"Scotland, UK",Ongoing,3749356
P01975,Project_5YG913,Renewable Energy,"California, US",Proposed,6626566
P01976,Project_1O7IVW,Sustainable Agriculture,"Tokyo, Japan",Proposed,2515053
P01977,Project_3INVN9,Sustainable Agriculture,"Delhi, India",Completed,3173159
P01978,Project_SD8YKY,Sustainable Agriculture,"Scotland, UK",Ongoing,8508790
P01979,Project_YS5JPW,Renewable Energy,"Tokyo, Japan",Proposed,3255190
P01980,Project_DVALJZ,Water Management,"Scotland, UK",Proposed,8281760
P01981,Project_NTTJYX,Renewable Energy,"Cape Town, South Africa",Proposed,7291244
P01982,Project_2ECDPA,Water Management,"Scotland, UK",Ongoing,1869969
P01983,Project_YFOW6N,Sustainable Agriculture,"Delhi, India",Proposed,6525496
P01984,Project_6B4HC6,Urban Development,"California, US",Ongoing,1711920
P01985,Project_1R6K8N,Water Management,"Delhi, India",Completed,6943255
P01986,Project_ZE5LPA,Sustainable Agriculture,"Delhi, India",Completed,2245045
P01987,Project_IYL91R,Urban Development,"Scotland, UK",Ongoing,5814157
P01988,Project_CQQLUO,Water Management,"Scotland, UK",Proposed,9001193
P01989,Project_FZIKI8,Water Management,"Tokyo, Japan",Completed,1645541
P01990,Project_BEBYXM,Urban Development,"Scotland, UK",Completed,5550722
P01991,Project_FGXCZ1,Urban Development,"California, US",Completed,8597001
P01992,Project_AVHGV3,Urban Development,"California, US",Ongoing,3312881
P01993,Project_DS16AM,Urban Development,"Cape Town, South Africa",Completed,9726497
P01994,Project_AL40P3,Renewable Energy,"Cape Town, South Africa",Proposed,7991465
P01995,Project_KCA2MN,Water Management,"Delhi, India",Ongoing,1994454
P01996,Project_B0PORX,Urban Development,"Scotland, UK",Proposed,8087233
P01997,Project_2KEYD8,Urban Development,"Scotland, UK",Proposed,2218992
P01998,Project_WKAROL,Water Management,"California, US",Completed,5981262
P01999,Project_MC9MG1,Sustainable Agriculture,"Cape Town, South Africa",Ongoing,9338944
P02000,Project_YYGAUQ,Urban Development,"California, US",Ongoing,9149456
P02001,Project_9MVIS9,Urban Development,"Tokyo, Japan",Completed,9256211
P02002,Project_WVBH5Y,Renewable Energy,"Tokyo, Japan",Completed,7916668
P02003,Project_F2Y1U1,Water Management,"Delhi, India",Proposed,8071830
P02004,Project_YBGDV8,Urban Development,"Tokyo, Japan",Proposed,6424510
P02005,Project_CGCL3V,Urban Development,"Delhi, India",Completed,8801095
P02006,Project_F7D58M,Sustainable Agriculture,"Delhi, India",Ongoing,1161474
P02007,Project_884Q6D,Water Management,"Cape Town, South Africa",Proposed,4943509
P02008,Project_X7O65C,Urban Development,"California, US",Ongoing,2235398
P02009,Project_JIVP63,Sustainable Agriculture,"California, US",Completed,4260350
P02010,Project_P64H0J,Sustainable Agriculture,"California, US",Ongoing,5628641
P02011,Project_0RB3T8,Renewable Energy,"California, US",Ongoing,1641244
P02012,Project_QMI2AZ,Urban Development,"California, US",Completed,4270569
P02013,Project_EP38BP,Urban Development,"Scotland, UK",Ongoing,1933078
P02014,Project_XAHSO7,Renewable Energy,"Scotland, UK",Ongoing,2421569
P02015,Project_XFWJ8H,Renewable Energy,"Scotland, UK",Proposed,6424158
P02016,Project_SIXVFK,Sustainable Agriculture,"Tokyo, Japan",Ongoing,8784101
P02017,Project_3LMI9A,Sustainable Agriculture,"Tokyo, Japan",Proposed,1734051
P02018,Project_H2GTIK,Urban Development,"Delhi, India",Proposed,3727053
P02019,Project_U9JZET,Water Management,"Tokyo, Japan",Completed,7922179
P02020,Project_Y2K4GV,Renewable Energy,"California, US",Completed,8600919
P02021,Project_ZUW45O,Water Management,"Cape Town, South Africa",Ongoing,5253191
P02022,Project_U7CDIV,Sustainable Agriculture,"Scotland, UK",Ongoing,2235516
P02023,Project_I30ADR,Urban Development,"Cape Town, South Africa",Ongoing,3668203
P02024,Project_US2COD,Sustainable Agriculture,"California, US",Completed,2666783
P02025,Project_F5L03A,Urban Development,"Scotland, UK",Ongoing,8206917
P02026,Project_J6Q6DI,Urban Development,"Tokyo, Japan",Ongoing,2135332
P02027,Project_JQO9QM,Sustainable Agriculture,"Cape Town, South Africa",Completed,2187726
P02028,Project_TI7D26,Urban Development,"Tokyo, Japan",Completed,8330930
P02029,Project_LZTYJN,Renewable Energy,"California, US",Proposed,4614212
P02030,Project_G0OD1A,Sustainable Agriculture,"Tokyo, Japan",Ongoing,6048227
P02031,Project_LP7CUJ,Urban Development,"Delhi, India",Ongoing,9796609
P02032,Project_Q3YPC2,Renewable Energy,"Scotland, UK",Proposed,5963675
P02033,Project_H7HUZE,Urban Development,"Tokyo, Japan",Proposed,7212409
